iso_code,continent,location,N_Year_CY,N_Month_CY,total_cases_CY,new_cases_CY,total_deaths_CY,new_deaths_CY,reproduction_rate_CY,N_Year_LY,N_Month_LY,total_cases_LY,new_cases_LY,total_deaths_LY,new_deaths_LY,reproduction_rate_LY
IMN,Europe,Isle of Man,2021,6,48014.0,21.0,870.0,0.0,0.0,2020,6,10080.0,0.0,720.0,0.0,0.0
DJI,Africa,Djibouti,2021,8,362283.0,99.0,4848.0,1.0,40.190000000000005,2020,8,165639.0,303.0,1839.0,2.0,17.050000000000004
MSR,North America,Montserrat,2021,8,729.0,8.0,31.0,0.0,0.0,2020,8,402.0,1.0,31.0,0.0,0.0
ISL,Europe,Iceland,2021,8,295617.0,2830.0,944.0,3.0,30.790000000000003,2020,8,62238.0,222.0,310.0,0.0,36.38999999999999
HUN,Europe,Hungary,2021,12,37227269.0,153307.0,1151470.0,4665.0,25.499999999999996,2020,12,8774928.0,105392.0,229099.0,4714.0,25.51
MNE,Europe,Montenegro,2021,12,4996720.0,12658.0,73279.0,104.0,38.680000000000014,2020,12,1312373.0,12982.0,18579.0,183.0,28.849999999999994
BWA,Africa,Botswana,2021,9,5061795.0,22293.0,69946.0,107.0,26.750000000000004,2020,9,73122.0,1539.0,345.0,10.0,24.65
SPM,North America,Saint Pierre and Miquelon,2021,5,775.0,0.0,0.0,0.0,0.0,2020,5,31.0,0.0,0.0,0.0,0.0
UGA,Africa,Uganda,2021,7,2752512.0,13950.0,67412.0,1667.0,23.340000000000007,2020,7,32169.0,265.0,15.0,3.0,29.64
CMR,Africa,Cameroon,2021,8,2558000.0,1361.0,41510.0,16.0,11.119999999999997,2020,8,570225.0,1887.0,12455.0,20.0,30.20999999999999
PHL,Asia,Philippines,2021,10,83657823.0,237310.0,1257512.0,4878.0,22.8,2020,10,10848463.0,69035.0,200958.0,1717.0,28.749999999999996
GAB,Africa,Gabon,2021,6,743205.0,555.0,4695.0,7.0,30.430000000000007,2020,6,120239.0,2739.0,878.0,25.0,31.710000000000004
BOL,South America,Bolivia,2021,4,8619557.0,31321.0,377844.0,694.0,33.459999999999994,2020,4,14801.0,1060.0,887.0,56.0,41.78999999999999
MKD,Europe,North Macedonia,2021,9,5548376.0,14914.0,190219.0,730.0,25.59,2020,9,484487.0,3636.0,20038.0,136.0,32.029999999999994
SMR,Europe,San Marino,2021,2,93013.0,691.0,1986.0,7.0,31.149999999999995,2020,2,1.0,1.0,1.0,1.0,0.0
NLD,Europe,Netherlands,2021,5,49349814.0,153292.0,541160.0,476.0,25.51,2020,5,1353323.0,7128.0,173114.0,1163.0,22.359999999999996
ALB,Europe,Albania,2021,5,4089156.0,1230.0,75267.0,57.0,18.99,2020,5,28873.0,364.0,975.0,2.0,31.729999999999997
MUS,Africa,Mauritius,2021,6,49997.0,523.0,540.0,0.0,40.540000000000006,2020,6,10136.0,6.0,300.0,0.0,2.290000000000001
EGY,Africa,Egypt,2021,12,11551705.0,26997.0,657298.0,1278.0,30.67,2020,12,3859859.0,22151.0,218457.0,981.0,38.89
NER,Africa,Niger,2021,3,151178.0,261.0,5607.0,14.0,24.34,2020,3,119.0,27.0,11.0,3.0,0.0
KWT,Asia,Kuwait,2021,3,6584268.0,41251.0,36957.0,230.0,32.98999999999999,2020,3,4154.0,244.0,0.0,0.0,18.330000000000002
BEL,Europe,Belgium,2021,8,35802514.0,59949.0,784440.0,139.0,35.18000000000001,2020,8,2409779.0,16485.0,307232.0,54.0,34.370000000000005
SYR,Asia,Syria,2021,7,799889.0,448.0,58908.0,38.0,24.579999999999988,2020,7,15250.0,478.0,754.0,34.0,40.070000000000014
DNK,Europe,Denmark,2021,7,9436465.0,23130.0,78769.0,15.0,38.29,2020,7,408248.0,1021.0,18918.0,10.0,37.34000000000001
IDN,Asia,Indonesia,2021,5,54068447.0,153335.0,1492843.0,5057.0,31.490000000000002,2020,5,546175.0,16355.0,35759.0,821.0,35.6
BES,North America,Bonaire Sint Eustatius and Saba,2021,9,58267.0,305.0,528.0,2.0,0.0,2020,9,1280.0,106.0,15.0,1.0,0.0
CYM,North America,Cayman Islands,2021,12,248795.0,1744.0,285.0,6.0,0.0,2020,12,9471.0,64.0,62.0,0.0,0.0
CAF,Africa,Central African Republic,2021,11,349359.0,190.0,3019.0,1.0,5.700000000000003,2020,11,146812.0,47.0,1877.0,1.0,16.439999999999998
TCA,North America,Turks and Caicos Islands,2021,4,70874.0,59.0,510.0,0.0,0.0,2020,4,282.0,7.0,26.0,1.0,0.0
LCA,North America,Saint Lucia,2021,3,124502.0,848.0,1581.0,25.0,26.499999999999996,2020,3,66.0,13.0,0.0,0.0,0.0
PYF,Oceania,French Polynesia,2021,3,574753.0,240.0,4363.0,2.0,0.0,2020,3,328.0,36.0,0.0,0.0,0.0
THA,Asia,Thailand,2021,4,1243742.0,36290.0,3442.0,109.0,51.19,2020,4,77098.0,1303.0,1181.0,44.0,20.349999999999998
OWID_LIC,,Low income,2021,9,38083399.0,84531.0,994479.0,2394.0,0.0,2020,9,6322617.0,43908.0,172891.0,786.0,0.0
LTU,Europe,Lithuania,2021,6,8327491.0,4386.0,130286.0,117.0,15.7,2020,6,52692.0,145.0,1763.0,7.0,24.82
JAM,North America,Jamaica,2021,6,1482266.0,1567.0,30332.0,127.0,27.580000000000005,2020,6,19058.0,116.0,298.0,1.0,32.2
USA,North America,United States,2021,12,1576981107.0,6192068.0,24974018.0,44872.0,40.769999999999996,2020,12,529498568.0,6476632.0,9668341.0,80927.0,32.32000000000001
ARM,Asia,Armenia,2021,11,9833856.0,30192.0,211075.0,1239.0,22.99000000000001,2020,11,3480514.0,45311.0,53074.0,823.0,27.71
FLK,South America,Falkland Islands,2021,10,2120.0,2.0,0.0,0.0,0.0,2020,10,403.0,0.0,0.0,0.0,0.0
GNB,Africa,Guinea-Bissau,2021,12,200104.0,44.0,4617.0,1.0,28.509999999999994,2020,12,75812.0,11.0,1374.0,1.0,4.219999999999999
YEM,Asia,Yemen,2021,4,167368.0,1960.0,32574.0,338.0,26.71,2020,4,31.0,6.0,2.0,2.0,0.0
ZWE,Africa,Zimbabwe,2021,10,4096547.0,2157.0,144217.0,55.0,22.290000000000003,2020,10,251343.0,529.0,7230.0,15.0,30.610000000000003
NGA,Africa,Nigeria,2021,5,5137725.0,1408.0,64098.0,36.0,30.040000000000003,2020,5,180866.0,8230.0,5475.0,229.0,40.04999999999999
COG,Africa,Congo,2021,8,414574.0,402.0,5565.0,5.0,20.779999999999998,2020,8,116513.0,779.0,2109.0,24.0,18.769999999999992
IRN,Asia,Iran,2021,7,108611906.0,666451.0,2698205.0,6366.0,37.790000000000006,2020,7,8279348.0,76542.0,424660.0,5949.0,30.980000000000004
CUW,North America,Curacao,2021,6,369118.0,70.0,3719.0,4.0,0.0,2020,6,663.0,4.0,30.0,0.0,0.0
TWN,Asia,Taiwan,2021,8,491598.0,321.0,25341.0,48.0,25.61000000000001,2020,8,14954.0,21.0,217.0,0.0,23.449999999999996
IMN,Europe,Isle of Man,2021,8,183389.0,2343.0,1097.0,9.0,0.0,2020,8,10416.0,0.0,744.0,0.0,0.0
HND,North America,Honduras,2021,7,8666593.0,34351.0,229720.0,829.0,32.980000000000004,2020,7,975322.0,22456.0,27439.0,840.0,34.500000000000014
HND,North America,Honduras,2021,12,11738026.0,1543.0,323033.0,31.0,18.949999999999992,2020,12,3569628.0,13574.0,93250.0,212.0,33.24
RUS,Europe,Russia,2021,10,243702611.0,976880.0,6778554.0,30645.0,34.760000000000005,2020,10,42549555.0,435468.0,738104.0,7157.0,36.870000000000005
GMB,Africa,Gambia,2021,8,279627.0,1989.0,8353.0,107.0,26.160000000000004,2020,8,56688.0,2465.0,1718.0,87.0,36.52
POL,Europe,Poland,2021,5,88232622.0,80141.0,2210036.0,6243.0,17.5,2020,5,568704.0,10909.0,27459.0,420.0,31.690000000000005
MYS,Asia,Malaysia,2021,8,44330803.0,632982.0,395138.0,7640.0,33.349999999999994,2020,8,284350.0,364.0,3880.0,2.0,31.97
FJI,Oceania,Fiji,2021,8,1248799.0,16935.0,11803.0,258.0,25.67000000000001,2020,8,856.0,1.0,36.0,1.0,0.0
MOZ,Africa,Mozambique,2021,10,4683070.0,569.0,59662.0,13.0,20.070000000000004,2020,10,332795.0,4141.0,2356.0,31.0,29.630000000000003
USA,North America,United States,2021,4,946758633.0,1891254.0,16932405.0,23893.0,29.120000000000005,2020,4,19952318.0,888902.0,1069596.0,60795.0,34.97
OWID_HIC,,High income,2021,10,3159144210.0,6133943.0,53386685.0,69172.0,0.0,2020,10,466885459.0,6253127.0,14044494.0,58532.0,0.0
MEX,North America,Mexico,2021,1,50652332.0,438166.0,4367196.0,32729.0,32.57,2020,1,0.0,0.0,0.0,0.0,0.0
KGZ,Asia,Kyrgyzstan,2021,12,5706439.0,1338.0,86084.0,56.0,32.67000000000001,2020,12,2411196.0,7856.0,40881.0,80.0,26.169999999999998
KOR,Asia,South Korea,2021,10,10586338.0,52613.0,82667.0,361.0,29.279999999999994,2020,10,780435.0,2746.0,13711.0,51.0,32.17
NZL,Oceania,New Zealand,2021,6,81305.0,69.0,780.0,0.0,23.42,2020,6,45317.0,24.0,660.0,0.0,22.96
NGA,Africa,Nigeria,2021,4,4922431.0,2219.0,61812.0,6.0,24.730000000000004,2020,4,19506.0,1797.0,574.0,56.0,44.720000000000006
BRB,North America,Barbados,2021,4,112693.0,203.0,1311.0,2.0,26.650000000000006,2020,4,2071.0,47.0,122.0,7.0,0.0
IDN,Asia,Indonesia,2021,11,127536426.0,12051.0,4309773.0,425.0,25.02,2020,11,14115752.0,128795.0,459696.0,3076.0,32.28999999999999
CIV,Africa,Cote d'Ivoire,2021,9,1752147.0,4584.0,16115.0,183.0,25.839999999999996,2020,9,571474.0,1657.0,3584.0,3.0,27.4
TWN,Asia,Taiwan,2021,2,26198.0,44.0,249.0,1.0,22.98,2020,2,616.0,29.0,14.0,1.0,0.0
CIV,Africa,Cote d'Ivoire,2021,11,1845815.0,427.0,21030.0,9.0,29.28,2020,11,629774.0,615.0,3849.0,6.0,30.039999999999996
TWN,Asia,Taiwan,2021,3,30735.0,75.0,305.0,1.0,33.38,2020,3,3877.0,283.0,49.0,4.0,11.88
COD,Africa,Democratic Republic of Congo,2021,12,1997124.0,16559.0,35108.0,98.0,33.830000000000005,2020,12,465473.0,4886.0,12964.0,258.0,35.55
IND,Asia,India,2021,2,305984490.0,354631.0,4362199.0,2765.0,28.59,2020,2,84.0,2.0,0.0,0.0,0.0
HKG,Asia,Hong Kong,2021,6,356475.0,82.0,6303.0,1.0,0.0,2020,6,34000.0,121.0,145.0,3.0,0.0
SVK,Europe,Slovakia,2021,11,30761240.0,271274.0,409421.0,1384.0,35.88,2020,11,2828194.0,61524.0,15661.0,620.0,31.259999999999998
LVA,Europe,Latvia,2021,12,8213909.0,23015.0,136581.0,391.0,31.329999999999995,2020,12,875710.0,23829.0,12220.0,429.0,35.21
SPM,North America,Saint Pierre and Miquelon,2021,4,734.0,1.0,0.0,0.0,0.0,2020,4,26.0,1.0,0.0,0.0,0.0
OWID_OCE,,Oceania,2021,11,10347248.0,51842.0,119931.0,493.0,0.0,2020,11,1267074.0,7623.0,29900.0,47.0,0.0
FJI,Oceania,Fiji,2021,7,489468.0,25363.0,3336.0,217.0,40.919999999999995,2020,7,765.0,9.0,1.0,1.0,0.0
MMR,Asia,Myanmar,2021,10,15035793.0,35997.0,567160.0,962.0,27.080000000000002,2020,10,1037537.0,39333.0,24729.0,927.0,36.040000000000006
JPN,Asia,Japan,2021,8,36898551.0,567768.0,480927.0,874.0,38.72,2020,8,1701860.0,32129.0,34929.0,287.0,30.200000000000006
SLV,North America,El Salvador,2021,12,3749302.0,2142.0,117859.0,48.0,20.419999999999998,2020,12,1318177.0,7301.0,37941.0,213.0,32.62
CYP,Europe,Cyprus,2021,9,3545967.0,4833.0,16156.0,42.0,24.330000000000002,2020,9,47076.0,256.0,646.0,1.0,35.239999999999995
TWN,Asia,Taiwan,2021,4,32190.0,98.0,327.0,2.0,36.93,2020,4,11888.0,107.0,171.0,1.0,14.47
ISL,Europe,Iceland,2021,5,202534.0,104.0,905.0,1.0,22.750000000000004,2020,5,55864.0,9.0,310.0,0.0,12.770000000000001
DNK,Europe,Denmark,2021,3,6859466.0,19408.0,74189.0,58.0,35.070000000000014,2020,3,30812.0,2857.0,542.0,90.0,31.69
GRC,Europe,Greece,2021,3,7014206.0,72589.0,224129.0,1589.0,35.31,2020,3,12783.0,1152.0,305.0,38.0,24.020000000000003
MYS,Asia,Malaysia,2021,1,4894111.0,101949.0,18717.0,289.0,36.339999999999996,2020,1,39.0,8.0,0.0,0.0,0.0
USA,North America,United States,2021,8,1150132338.0,4288221.0,19360157.0,27916.0,37.839999999999996,2020,8,166389876.0,1459116.0,5257597.0,29555.0,28.349999999999998
NAM,Africa,Namibia,2021,11,3871868.0,260.0,106968.0,19.0,27.23,2020,11,407143.0,1445.0,4192.0,18.0,33.739999999999995
ZMB,Africa,Zambia,2021,7,5602228.0,40868.0,91416.0,1190.0,24.410000000000004,2020,7,90582.0,4369.0,2609.0,127.0,23.22
SVN,Europe,Slovenia,2021,6,7690069.0,3613.0,132112.0,44.0,18.47,2020,6,45374.0,127.0,3276.0,3.0,48.38000000000001
CHL,South America,Chile,2021,10,51806783.0,40784.0,1166007.0,289.0,38.319999999999986,2020,10,15134758.0,47265.0,419247.0,1466.0,29.749999999999993
CYP,Europe,Cyprus,2021,6,2237398.0,3069.0,11131.0,14.0,34.77,2020,6,29312.0,53.0,546.0,2.0,27.020000000000003
IRN,Asia,Iran,2021,12,191035846.0,76956.0,4056842.0,1776.0,24.91,2020,12,34734095.0,263072.0,1628587.0,6977.0,26.08
IRL,Europe,Ireland,2021,4,7281321.0,13016.0,144297.0,216.0,28.68,2020,4,365860.0,17377.0,16660.0,1161.0,36.89
BRB,North America,Barbados,2021,8,142637.0,642.0,1492.0,2.0,40.510000000000005,2020,8,4654.0,64.0,217.0,0.0,22.57
SYR,Asia,Syria,2021,11,1385891.0,5024.0,80005.0,191.0,26.249999999999996,2020,11,203042.0,2159.0,10500.0,129.0,33.06000000000001
MSR,North America,Montserrat,2021,10,1239.0,7.0,31.0,0.0,0.0,2020,10,403.0,0.0,31.0,0.0,0.0
HKG,Asia,Hong Kong,2021,5,366355.0,67.0,6510.0,1.0,0.0,2020,5,32692.0,47.0,124.0,0.0,0.0
DMA,North America,Dominica,2021,7,6267.0,17.0,0.0,0.0,7.829999999999999,2020,7,558.0,0.0,0.0,0.0,0.0
BWA,Africa,Botswana,2021,5,1563753.0,8039.0,23877.0,137.0,40.959999999999994,2020,5,843.0,12.0,31.0,0.0,0.0
MCO,Europe,Monaco,2021,2,49492.0,467.0,577.0,11.0,26.13,2020,2,1.0,1.0,0.0,0.0,0.0
CAF,Africa,Central African Republic,2021,7,221470.0,10.0,3038.0,0.0,5.66,2020,7,134487.0,863.0,1677.0,12.0,21.619999999999994
SPM,North America,Saint Pierre and Miquelon,2021,8,912.0,2.0,0.0,0.0,0.0,2020,8,138.0,1.0,0.0,0.0,0.0
MRT,Africa,Mauritania,2021,10,1136251.0,1290.0,24403.0,22.0,29.970000000000002,2020,10,235602.0,201.0,5044.0,2.0,29.440000000000005
DZA,Africa,Algeria,2021,12,6636393.0,7901.0,191320.0,205.0,35.690000000000005,2020,12,2884170.0,16411.0,81232.0,325.0,24.78
COG,Africa,Congo,2021,6,365677.0,938.0,4798.0,12.0,18.129999999999995,2020,6,25460.0,476.0,832.0,17.0,23.84000000000001
NIC,North America,Nicaragua,2021,8,323434.0,2265.0,6118.0,5.0,6.3500000000000005,2020,8,128770.0,822.0,3995.0,21.0,40.74
KEN,Africa,Kenya,2021,7,5959523.0,19052.0,117021.0,297.0,34.76,2020,7,386628.0,14270.0,6907.0,193.0,39.38000000000001
KEN,Africa,Kenya,2021,10,7804270.0,3876.0,161600.0,158.0,23.63,2020,10,1385303.0,16663.0,25594.0,270.0,42.91
PSE,Asia,Palestine,2021,9,11297932.0,61434.0,116264.0,418.0,31.170000000000005,2020,9,965368.0,17170.0,6972.0,159.0,30.869999999999997
BRA,South America,Brazil,2021,9,633559210.0,522288.0,17675234.0,16268.0,30.029999999999994,2020,9,132259920.0,902536.0,4009882.0,22460.0,27.94
LBY,Africa,Libya,2021,7,6737243.0,55640.0,102235.0,316.0,46.63999999999998,2020,7,57791.0,2797.0,1446.0,50.0,42.72
ROU,Europe,Romania,2021,10,44801532.0,414363.0,1296342.0,10710.0,35.00000000000001,2020,10,5464640.0,113767.0,179557.0,2143.0,39.25
TTO,North America,Trinidad and Tobago,2021,8,1298105.0,6036.0,36837.0,221.0,31.389999999999997,2020,8,22008.0,1590.0,363.0,14.0,57.18999999999999
LIE,Europe,Liechtenstein,2021,3,83563.0,105.0,1732.0,1.0,34.92,2020,3,784.0,69.0,0.0,0.0,0.0
VCT,North America,Saint Vincent and the Grenadines,2021,9,82077.0,1172.0,428.0,9.0,36.849999999999994,2020,9,1894.0,4.0,0.0,0.0,0.0
ETH,Africa,Ethiopia,2021,7,8608593.0,4191.0,134949.0,65.0,36.6,2020,7,300942.0,11684.0,5001.0,171.0,33.050000000000004
BMU,North America,Bermuda,2021,12,182449.0,672.0,3294.0,4.0,0.0,2020,12,13838.0,344.0,285.0,1.0,0.0
OWID_UMC,,Upper middle income,2021,4,1280474964.0,6519941.0,36826256.0,186431.0,0.0,2020,4,9428546.0,452606.0,377705.0,20999.0,0.0
ATG,North America,Antigua and Barbuda,2021,9,71908.0,1516.0,1627.0,35.0,40.379999999999995,2020,9,2886.0,7.0,90.0,0.0,1.3
SLB,Oceania,Solomon Islands,2021,12,636.0,4.0,0.0,0.0,0.0,2020,12,527.0,0.0,0.0,0.0,0.0
OWID_NAM,,North America,2021,3,1058231856.0,2217721.0,24213565.0,57803.0,0.0,2020,3,1209938.0,205905.0,27463.0,5644.0,0.0
SSD,Africa,South Sudan,2021,11,377629.0,397.0,3990.0,0.0,36.879999999999995,2020,11,90188.0,204.0,1786.0,3.0,30.259999999999998
IRL,Europe,Ireland,2021,8,10121549.0,51471.0,156988.0,57.0,33.65,2020,8,847681.0,2746.0,54960.0,14.0,41.86000000000001
BEL,Europe,Belgium,2021,9,36463705.0,60290.0,764611.0,222.0,32.19,2020,9,2955815.0,33216.0,298143.0,121.0,39.32999999999999
BIH,Europe,Bosnia and Herzegovina,2021,3,4584265.0,38647.0,176346.0,1528.0,41.449999999999996,2020,3,2826.0,420.0,50.0,13.0,12.849999999999998
COD,Africa,Democratic Republic of Congo,2021,11,1734692.0,764.0,33029.0,16.0,32.76,2020,11,357658.0,1466.0,9653.0,26.0,35.38000000000001
HKG,Asia,Hong Kong,2021,4,349045.0,307.0,6229.0,4.0,0.0,2020,4,29443.0,323.0,120.0,0.0,0.0
RWA,Africa,Rwanda,2021,10,3066525.0,2181.0,40598.0,58.0,20.619999999999997,2020,10,154093.0,297.0,1002.0,6.0,31.960000000000004
CAN,North America,Canada,2021,11,52864275.0,77361.0,882849.0,717.0,31.369999999999997,2020,11,9177149.0,144517.0,335239.0,1963.0,34.59999999999999
BDI,Africa,Burundi,2021,6,152959.0,662.0,230.0,2.0,32.60000000000001,2020,6,3219.0,107.0,30.0,0.0,9.019999999999998
CMR,Africa,Cameroon,2021,10,3034527.0,10196.0,48444.0,227.0,19.640000000000008,2020,10,662489.0,955.0,13121.0,8.0,25.45
TTO,North America,Trinidad and Tobago,2021,10,1672024.0,6620.0,49308.0,214.0,32.769999999999996,2020,10,161320.0,1161.0,2927.0,32.0,25.590000000000007
BGR,Europe,Bulgaria,2021,12,22352598.0,52051.0,925071.0,2502.0,30.639999999999997,2020,12,5636378.0,56966.0,187730.0,3541.0,24.360000000000007
PRT,Europe,Portugal,2021,3,25249953.0,17160.0,516947.0,531.0,22.790000000000003,2020,3,46919.0,7443.0,792.0,160.0,46.730000000000004
VCT,North America,Saint Vincent and the Grenadines,2021,6,64550.0,190.0,360.0,0.0,30.4,2020,6,834.0,3.0,0.0,0.0,0.0
VCT,North America,Saint Vincent and the Grenadines,2021,3,52231.0,192.0,274.0,2.0,29.67,2020,3,18.0,1.0,0.0,0.0,0.0
JPN,Asia,Japan,2021,5,21045760.0,153716.0,360633.0,2816.0,29.779999999999994,2020,5,496442.0,2457.0,23077.0,417.0,18.15
GNQ,Africa,Equatorial Guinea,2021,12,422216.0,118.0,5425.0,0.0,20.09000000000001,2020,12,161321.0,124.0,2640.0,1.0,24.980000000000004
MLT,Europe,Malta,2021,4,893451.0,1259.0,12166.0,21.0,20.860000000000007,2020,4,11099.0,296.0,71.0,4.0,25.459999999999997
IMN,Europe,Isle of Man,2021,9,213281.0,906.0,1244.0,13.0,0.0,2020,9,10149.0,4.0,720.0,0.0,0.0
PSE,Asia,Palestine,2021,3,6630876.0,58741.0,72142.0,585.0,34.599999999999994,2020,3,1355.0,119.0,6.0,1.0,1.97
CRI,North America,Costa Rica,2021,9,14994975.0,68459.0,177372.0,880.0,31.24,2020,9,1771225.0,34473.0,19556.0,468.0,32.28
SGP,Asia,Singapore,2021,3,1864345.0,445.0,918.0,1.0,34.559999999999995,2020,3,11276.0,824.0,25.0,3.0,41.29
BWA,Africa,Botswana,2021,6,1860810.0,14707.0,28901.0,276.0,41.51999999999999,2020,6,2211.0,192.0,30.0,0.0,1.11
TUR,Asia,Turkey,2021,6,160312473.0,176248.0,1464988.0,2205.0,26.560000000000006,2020,6,5429570.0,35964.0,145450.0,591.0,31.319999999999997
UGA,Africa,Uganda,2021,10,3876243.0,2599.0,98718.0,59.0,26.779999999999994,2020,10,320818.0,4366.0,2919.0,36.0,30.77
LBN,Asia,Lebanon,2021,6,16284890.0,4478.0,234036.0,122.0,26.57000000000001,2020,6,44582.0,558.0,934.0,7.0,32.95
LCA,North America,Saint Lucia,2021,6,155700.0,229.0,2435.0,5.0,29.85,2020,6,567.0,1.0,0.0,0.0,0.0
MDV,Asia,Maldives,2021,4,792272.0,5756.0,2068.0,6.0,35.7,2020,4,2519.0,450.0,2.0,1.0,12.690000000000001
TTO,North America,Trinidad and Tobago,2021,4,267657.0,2798.0,4554.0,27.0,46.510000000000005,2020,4,3315.0,29.0,229.0,5.0,3.77
USA,North America,United States,2021,5,1022470080.0,921077.0,18143440.0,18371.0,24.60000000000001,2020,5,45532536.0,718173.0,2799459.0,41520.0,29.160000000000004
NPL,Asia,Nepal,2021,9,23422810.0,32414.0,329353.0,385.0,25.610000000000007,2020,9,1747272.0,38357.0,11138.0,270.0,33.849999999999994
AIA,North America,Anguilla,2021,3,634.0,7.0,0.0,0.0,0.0,2020,3,8.0,2.0,0.0,0.0,0.0
NPL,Asia,Nepal,2021,10,24951348.0,17509.0,349707.0,272.0,26.71,2020,10,3896377.0,92926.0,22114.0,439.0,35.87
URY,South America,Uruguay,2021,5,7546728.0,96075.0,108008.0,1660.0,32.75,2020,5,22718.0,180.0,606.0,5.0,28.41
HTI,North America,Haiti,2021,8,637060.0,819.0,17794.0,41.0,33.19999999999999,2020,8,242437.0,831.0,5783.0,42.0,31.25000000000002
GIN,Africa,Guinea,2021,5,706438.0,962.0,4750.0,17.0,28.63000000000001,2020,5,80843.0,2211.0,472.0,16.0,35.690000000000005
OWID_AFR,,Africa,2021,3,125775226.0,320026.0,3361597.0,9051.0,0.0,2020,3,41343.0,5776.0,1255.0,200.0,0.0
AUT,Europe,Austria,2021,9,21491965.0,54790.0,326302.0,237.0,32.53,2020,9,1058863.0,17375.0,22824.0,66.0,36.96000000000001
BEL,Europe,Belgium,2021,3,25421637.0,110942.0,698886.0,939.0,35.39,2020,3,89009.0,12774.0,3145.0,705.0,57.209999999999994
BRB,North America,Barbados,2021,5,122770.0,162.0,1426.0,3.0,27.510000000000005,2020,5,2697.0,11.0,217.0,0.0,0.0
HKG,Asia,Hong Kong,2021,8,373298.0,128.0,6572.0,0.0,0.0,2020,8,134221.0,1538.0,2010.0,62.0,0.0
GHA,Africa,Ghana,2021,7,3063648.0,7105.0,25060.0,27.0,40.23,2020,7,826344.0,17760.0,4478.0,70.0,33.68999999999999
QAT,Asia,Qatar,2021,10,7375473.0,2604.0,18839.0,4.0,30.750000000000004,2020,10,4003427.0,6796.0,6912.0,18.0,30.98
OWID_LIC,,Low income,2021,4,21012667.0,99879.0,505756.0,2646.0,0.0,2020,4,118225.0,7365.0,4510.0,272.0,0.0
MKD,Europe,North Macedonia,2021,6,4666352.0,412.0,164028.0,71.0,18.77,2020,6,127852.0,4108.0,6176.0,169.0,39.779999999999994
BOL,South America,Bolivia,2021,11,15752610.0,23975.0,571020.0,246.0,36.39,2020,11,4298716.0,2951.0,265610.0,232.0,29.82
NOR,Europe,Norway,2021,4,3171867.0,16891.0,21206.0,83.0,26.180000000000003,2020,4,200308.0,3097.0,4258.0,171.0,22.530000000000005
ISR,Asia,Israel,2021,12,42041651.0,40272.0,254955.0,47.0,44.53999999999999,2020,12,11475028.0,86071.0,94789.0,453.0,41.94
GBR,Europe,United Kingdom,2021,6,138281669.0,313885.0,3840858.0,358.0,42.50999999999999,2020,6,8186701.0,27576.0,1181563.0,2951.0,23.21
JPN,Asia,Japan,2021,4,15837325.0,117685.0,288494.0,1067.0,36.96,2020,4,264160.0,12029.0,6828.0,414.0,37.26999999999999
SOM,Africa,Somalia,2021,10,658312.0,2018.0,36397.0,97.0,16.17,2020,10,118956.0,353.0,3117.0,5.0,19.710000000000008
KEN,Africa,Kenya,2021,11,7629795.0,1778.0,159516.0,54.0,26.549999999999997,2020,11,2106033.0,28426.0,37680.0,488.0,31.3
NIC,North America,Nicaragua,2021,5,220838.0,426.0,5712.0,4.0,8.600000000000001,2020,5,6802.0,745.0,436.0,32.0,16.909999999999997
NZL,Oceania,New Zealand,2021,9,119977.0,722.0,808.0,1.0,30.400000000000006,2020,9,54113.0,96.0,730.0,3.0,23.72
PSE,Asia,Palestine,2021,10,13678267.0,49281.0,139571.0,565.0,15.76,2020,10,1445125.0,13621.0,12450.0,172.0,31.360000000000007
PER,South America,Peru,2021,8,66153007.0,38198.0,6120671.0,1910.0,29.110000000000007,2020,8,16405207.0,239674.0,2035558.0,17630.0,33.56999999999999
IRQ,Asia,Iraq,2021,12,64757610.0,12568.0,744609.0,338.0,24.379999999999995,2020,12,17911961.0,42742.0,390874.0,555.0,25.759999999999994
ISL,Europe,Iceland,2021,12,645066.0,9165.0,1116.0,2.0,42.599999999999994,2020,12,173260.0,362.0,864.0,3.0,30.430000000000003
DJI,Africa,Djibouti,2021,11,404901.0,26.0,5562.0,5.0,15.069999999999999,2020,11,169185.0,118.0,1830.0,0.0,27.830000000000002
MDV,Asia,Maldives,2021,8,2457769.0,3680.0,6911.0,5.0,31.719999999999995,2020,8,182727.0,4011.0,710.0,12.0,35.21999999999999
GMB,Africa,Gambia,2021,5,184422.0,95.0,5449.0,5.0,24.010000000000005,2020,5,680.0,14.0,31.0,0.0,0.0
VCT,North America,Saint Vincent and the Grenadines,2021,10,135514.0,1487.0,1460.0,47.0,30.62,2020,10,2092.0,10.0,0.0,0.0,0.0
PAK,Asia,Pakistan,2021,5,27285941.0,97305.0,607790.0,2893.0,26.699999999999996,2020,5,1316336.0,54346.0,28177.0,1126.0,39.739999999999995
URY,South America,Uruguay,2021,6,10223391.0,74847.0,151570.0,1317.0,24.59,2020,6,25962.0,113.0,726.0,5.0,27.419999999999998
FIN,Europe,Finland,2021,2,1425623.0,12434.0,19961.0,71.0,30.979999999999997,2020,2,34.0,2.0,0.0,0.0,0.0
ECU,South America,Ecuador,2021,8,15331180.0,13829.0,989695.0,613.0,24.979999999999997,2020,8,3121790.0,28412.0,189640.0,854.0,32.34000000000001
