iso_code,continent,location,N_Year_CY,N_Month_CY,total_cases_CY,new_cases_CY,total_deaths_CY,new_deaths_CY,reproduction_rate_CY,N_Year_LY,N_Month_LY,total_cases_LY,new_cases_LY,total_deaths_LY,new_deaths_LY,reproduction_rate_LY
TUN,Africa,Tunisia,2021,12,22343726.0,9134.0,789292.0,196.0,42.54000000000001,2020,12,3603614.0,42371.0,123765.0,1416.0,33.78
TTO,North America,Trinidad and Tobago,2021,3,242510.0,313.0,4347.0,3.0,41.980000000000004,2020,3,757.0,87.0,16.0,3.0,0.0
NAM,Africa,Namibia,2021,9,3793969.0,2543.0,103493.0,136.0,24.69,2020,9,293487.0,3715.0,3123.0,46.0,25.72999999999999
AGO,Africa,Angola,2021,12,2112947.0,16425.0,53989.0,37.0,65.13999999999999,2020,12,508018.0,2414.0,11686.0,57.0,28.88
OWID_UMC,,Upper middle income,2021,2,900378866.0,3642017.0,25774812.0,120866.0,0.0,2020,2,1633143.0,69541.0,46380.0,2622.0,0.0
GUY,South America,Guyana,2021,6,558603.0,3103.0,13015.0,80.0,29.619999999999997,2020,6,5398.0,92.0,360.0,0.0,20.590000000000003
SVN,Europe,Slovenia,2021,11,11452020.0,85048.0,149141.0,479.0,31.86,2020,11,1671542.0,41507.0,25265.0,1097.0,30.84
ZWE,Africa,Zimbabwe,2021,4,1126565.0,1375.0,46375.0,44.0,35.42999999999999,2020,4,618.0,32.0,86.0,3.0,0.0
SOM,Africa,Somalia,2021,11,682756.0,1018.0,39006.0,119.0,11.019999999999996,2020,11,129609.0,510.0,3263.0,9.0,18.61
ZWE,Africa,Zimbabwe,2021,6,1254281.0,10903.0,49798.0,195.0,53.26999999999998,2020,6,12096.0,413.0,142.0,3.0,32.059999999999995
KEN,Africa,Kenya,2021,9,7335731.0,13571.0,148307.0,397.0,22.680000000000003,2020,9,1091882.0,4328.0,19093.0,134.0,26.839999999999996
KAZ,Asia,Kazakhstan,2021,11,31192323.0,34708.0,525410.0,767.0,26.210000000000008,2020,11,4848928.0,24864.0,70383.0,258.0,35.980000000000004
VAT,Europe,Vatican,2021,6,810.0,0.0,0.0,0.0,0.0,2020,6,360.0,0.0,0.0,0.0,0.0
SYR,Asia,Syria,2021,5,735690.0,1762.0,52481.0,178.0,24.69,2020,5,2083.0,79.0,104.0,2.0,1.7
SYR,Asia,Syria,2021,9,914260.0,6290.0,63428.0,234.0,37.39,2020,9,107816.0,1435.0,4803.0,88.0,26.849999999999998
MNG,Asia,Mongolia,2021,10,10417316.0,56233.0,47577.0,468.0,28.299999999999994,2020,10,10071.0,33.0,0.0,0.0,17.750000000000004
TCD,Africa,Chad,2021,10,156918.0,31.0,5394.0,0.0,17.7,2020,10,41806.0,283.0,2862.0,13.0,33.24
THA,Asia,Thailand,2021,5,3321800.0,94639.0,18755.0,828.0,36.410000000000004,2020,5,93701.0,127.0,1730.0,3.0,21.0
PYF,Oceania,French Polynesia,2021,4,560645.0,131.0,4230.0,0.0,0.0,2020,4,1553.0,22.0,0.0,0.0,0.0
KHM,Asia,Cambodia,2021,1,13195.0,88.0,0.0,0.0,26.12000000000001,2020,1,5.0,1.0,0.0,0.0,0.0
VCT,North America,Saint Vincent and the Grenadines,2021,8,71696.0,45.0,372.0,0.0,33.230000000000004,2020,8,1779.0,6.0,0.0,0.0,0.0
SAU,Asia,Saudi Arabia,2021,3,11883601.0,12624.0,203992.0,175.0,34.06,2020,3,12266.0,1563.0,39.0,10.0,32.769999999999996
OWID_EUR,,Europe,2021,5,1440197675.0,2381832.0,32538283.0,57628.0,0.0,2020,5,52436549.0,601934.0,4909490.0,37457.0,0.0
ARM,Asia,Armenia,2021,8,7298355.0,12025.0,146024.0,230.0,37.44,2020,8,1286089.0,5231.0,25394.0,141.0,26.210000000000004
JAM,North America,Jamaica,2021,5,1465128.0,2979.0,26730.0,170.0,26.369999999999994,2020,5,16083.0,164.0,277.0,1.0,23.55
NLD,Europe,Netherlands,2021,11,70732193.0,511218.0,567284.0,1003.0,38.65,2020,11,13460504.0,172540.0,255269.0,1984.0,26.250000000000007
ARG,South America,Argentina,2021,2,56733848.0,180126.0,1407809.0,3991.0,25.609999999999992,2020,2,0.0,0.0,0.0,0.0,0.0
OWID_UMC,,Upper middle income,2021,7,1855602577.0,6144670.0,52441964.0,133280.0,0.0,2020,7,156019381.0,2893770.0,6681474.0,99599.0,0.0
ZMB,Africa,Zambia,2021,6,3618081.0,59685.0,47242.0,918.0,46.25000000000001,2020,6,40038.0,537.0,372.0,17.0,24.130000000000006
MLT,Europe,Malta,2021,7,997617.0,3672.0,13036.0,3.0,60.60000000000001,2020,7,21346.0,154.0,279.0,0.0,18.700000000000003
ZMB,Africa,Zambia,2021,3,2627072.0,9884.0,35947.0,117.0,23.410000000000007,2020,3,194.0,35.0,0.0,0.0,0.0
OWID_WRL,,World,2021,1,2923153427.0,19551782.0,64708289.0,417388.0,30.340000000000003,2020,1,38539.0,9370.0,889.0,196.0,29.469999999999995
NCL,Oceania,New Caledonia,2021,9,82857.0,7292.0,884.0,119.0,0.0,2020,9,779.0,4.0,0.0,0.0,0.0
CUB,North America,Cuba,2021,9,23157467.0,224573.0,194918.0,2133.0,28.82,2020,9,145208.0,1565.0,3300.0,28.0,30.910000000000007
HRV,Europe,Croatia,2021,6,10757171.0,3691.0,244260.0,180.0,19.680000000000007,2020,6,70331.0,531.0,3178.0,4.0,55.830000000000005
SYC,Africa,Seychelles,2021,8,594665.0,1710.0,2954.0,23.0,29.700000000000006,2020,8,3867.0,17.0,0.0,0.0,2.9400000000000004
RUS,Europe,Russia,2021,11,268848465.0,1090656.0,7574740.0,35706.0,29.60000000000001,2020,11,57925419.0,669669.0,1000094.0,11704.0,32.85999999999999
CAN,North America,Canada,2021,5,41170707.0,160509.0,772816.0,1328.0,25.120000000000005,2020,5,2392456.0,35772.0,198652.0,3727.0,27.280000000000005
GMB,Africa,Gambia,2021,11,299453.0,24.0,10239.0,2.0,16.169999999999995,2020,11,111147.0,70.0,3655.0,4.0,21.880000000000003
MDV,Asia,Maldives,2021,7,2346890.0,3634.0,6695.0,11.0,27.129999999999995,2020,7,90220.0,1432.0,422.0,7.0,40.53000000000001
GMB,Africa,Gambia,2021,12,311570.0,181.0,10603.0,1.0,19.630000000000006,2020,12,117237.0,55.0,3816.0,1.0,25.069999999999997
CMR,Africa,Cameroon,2021,5,2352287.0,6679.0,36756.0,168.0,13.000000000000002,2020,5,109504.0,4072.0,4122.0,130.0,39.53000000000001
PRT,Europe,Portugal,2021,5,26115035.0,12600.0,527125.0,51.0,31.810000000000006,2020,5,891512.0,7455.0,37567.0,421.0,28.940000000000005
LTU,Europe,Lithuania,2021,10,11399029.0,77032.0,167792.0,880.0,35.77,2020,10,244755.0,10127.0,3179.0,75.0,44.76
ZWE,Africa,Zimbabwe,2021,8,3706768.0,15913.0,126703.0,887.0,19.739999999999995,2020,8,163293.0,3328.0,4136.0,135.0,29.47
GUY,South America,Guyana,2021,8,736696.0,3025.0,17954.0,81.0,36.37999999999998,2020,8,24093.0,893.0,815.0,19.0,41.74
ABW,North America,Aruba,2021,12,530604.0,4107.0,5522.0,7.0,0.0,2020,12,158810.0,644.0,1447.0,4.0,0.0
ESP,Europe,Spain,2021,7,127176133.0,638084.0,2514636.0,611.0,43.519999999999996,2020,7,8134290.0,39251.0,880773.0,90.0,47.84000000000001
VAT,Europe,Vatican,2021,7,837.0,0.0,0.0,0.0,0.0,2020,7,372.0,0.0,0.0,0.0,0.0
NGA,Africa,Nigeria,2021,6,5013342.0,1100.0,63492.0,21.0,32.18000000000001,2020,6,521195.0,15532.0,13324.0,303.0,34.339999999999996
PAN,North America,Panama,2021,12,14979664.0,18178.0,229235.0,63.0,46.67999999999999,2020,12,6281785.0,80984.0,108008.0,943.0,35.43
PRY,South America,Paraguay,2021,10,14273658.0,1039.0,502769.0,48.0,27.759999999999994,2020,10,1643914.0,22427.0,35757.0,547.0,30.89999999999999
TZA,Africa,Tanzania,2021,9,235810.0,24479.0,1500.0,0.0,1.2100000000000006,2020,9,15270.0,0.0,630.0,0.0,0.0
MKD,Europe,North Macedonia,2021,8,5095530.0,20114.0,174299.0,445.0,54.410000000000004,2020,8,393574.0,3587.0,16907.0,117.0,29.71
LUX,Europe,Luxembourg,2021,7,2249994.0,3083.0,25418.0,4.0,40.28,2020,7,166386.0,2396.0,3446.0,4.0,42.48
AIA,North America,Anguilla,2021,10,20689.0,535.0,31.0,0.0,0.0,2020,10,93.0,0.0,0.0,0.0,0.0
ARM,Asia,Armenia,2021,6,6716751.0,2425.0,134539.0,76.0,27.840000000000003,2020,6,520967.0,16260.0,8745.0,312.0,33.99999999999999
OWID_AFR,,Africa,2021,2,105076019.0,327679.0,2755828.0,12736.0,0.0,2020,2,23.0,3.0,0.0,0.0,0.0
YEM,Asia,Yemen,2021,6,205645.0,178.0,40375.0,40.0,24.449999999999992,2020,6,23264.0,835.0,5932.0,232.0,33.529999999999994
ALB,Europe,Albania,2021,8,4262873.0,13306.0,76586.0,41.0,53.14999999999999,2020,8,230278.0,4237.0,6945.0,127.0,33.11
DOM,North America,Dominican Republic,2021,10,11474618.0,22620.0,126677.0,84.0,36.53999999999999,2020,10,3727191.0,14809.0,67808.0,140.0,30.610000000000003
KOR,Asia,South Korea,2021,4,3395144.0,18995.0,53623.0,96.0,32.28999999999999,2020,4,315431.0,988.0,6533.0,86.0,15.909999999999995
COG,Africa,Congo,2021,5,351410.0,980.0,4623.0,9.0,15.469999999999995,2020,5,12105.0,391.0,427.0,11.0,27.43
ESP,Europe,Spain,2021,4,101966198.0,239724.0,2304772.0,2757.0,34.09,2020,4,5236777.0,117512.0,548160.0,16079.0,27.160000000000007
UZB,Asia,Uzbekistan,2021,7,3691745.0,18650.0,24637.0,138.0,34.9,2020,7,479255.0,15506.0,2390.0,115.0,37.96999999999999
NER,Africa,Niger,2021,7,172414.0,134.0,6022.0,2.0,35.4,2020,7,34308.0,59.0,2124.0,2.0,21.69
NGA,Africa,Nigeria,2021,8,5678456.0,18523.0,69677.0,320.0,36.8,2020,8,1523808.0,10857.0,30017.0,134.0,27.209999999999997
IDN,Asia,Indonesia,2021,12,132055272.0,6311.0,4463167.0,264.0,27.799999999999997,2020,12,19834279.0,204315.0,600212.0,5193.0,33.5
MNE,Europe,Montenegro,2021,5,3061098.0,2234.0,48170.0,89.0,23.240000000000002,2020,5,10037.0,2.0,269.0,2.0,1.6500000000000004
BES,North America,Bonaire Sint Eustatius and Saba,2021,7,51849.0,58.0,527.0,0.0,0.0,2020,7,274.0,4.0,0.0,0.0,0.0
TCA,North America,Turks and Caicos Islands,2021,10,90544.0,136.0,713.0,0.0,0.0,2020,10,21628.0,14.0,186.0,0.0,0.0
TCD,Africa,Chad,2021,11,153208.0,38.0,5250.0,1.0,3.0099999999999993,2020,11,47873.0,205.0,3002.0,3.0,30.69
EST,Europe,Estonia,2021,11,6358744.0,28615.0,50539.0,269.0,24.720000000000002,2020,11,241995.0,7403.0,2554.0,45.0,41.55000000000001
BTN,Asia,Bhutan,2021,11,78845.0,19.0,90.0,0.0,18.010000000000005,2020,11,11234.0,61.0,0.0,0.0,30.19
NPL,Asia,Nepal,2021,7,20625926.0,56584.0,294600.0,745.0,32.14000000000001,2020,7,535535.0,6207.0,1239.0,27.0,25.590000000000003
AGO,Africa,Angola,2021,11,1946699.0,735.0,51781.0,23.0,19.35,2020,11,404417.0,4334.0,9636.0,64.0,25.25999999999999
GIN,Africa,Guinea,2021,7,759869.0,1918.0,5831.0,49.0,38.31,2020,7,196485.0,1917.0,1205.0,13.0,32.79
ESP,Europe,Spain,2021,6,112315945.0,130570.0,2415566.0,922.0,33.739999999999995,2020,6,7331192.0,9792.0,828405.0,1228.0,27.46
PNG,Oceania,Papua New Guinea,2021,8,552013.0,121.0,5952.0,0.0,17.810000000000002,2020,8,9181.0,387.0,104.0,3.0,29.64
PAN,North America,Panama,2021,3,10808142.0,14136.0,186048.0,269.0,27.690000000000015,2020,3,7317.0,1181.0,136.0,30.0,21.869999999999997
TJK,Asia,Tajikistan,2021,9,523168.0,232.0,3750.0,0.0,8.959999999999999,2020,9,273930.0,1176.0,2161.0,7.0,31.160000000000007
BLR,Europe,Belarus,2021,12,21056829.0,44392.0,165467.0,497.0,28.770000000000003,2020,12,5144839.0,57637.0,40022.0,266.0,32.53
SLE,Africa,Sierra Leone,2021,3,122060.0,93.0,2449.0,0.0,24.029999999999994,2020,3,1.0,1.0,0.0,0.0,0.0
ROU,Europe,Romania,2021,11,52125668.0,131636.0,1594760.0,8778.0,18.67,2020,11,10889047.0,234023.0,272640.0,4363.0,33.21
CAN,North America,Canada,2021,6,42325516.0,33356.0,779118.0,748.0,20.189999999999998,2020,6,3015280.0,13541.0,254102.0,874.0,23.9
RUS,Europe,Russia,2021,1,108422409.0,681001.0,1990841.0,15758.0,28.660000000000004,2020,1,2.0,2.0,0.0,0.0,0.0
BGR,Europe,Bulgaria,2021,6,12616355.0,3252.0,537895.0,361.0,21.810000000000006,2020,6,105731.0,2476.0,5500.0,90.0,42.11999999999999
BFA,Africa,Burkina Faso,2021,12,516850.0,1632.0,9309.0,32.0,2.950000000000001,2020,12,143616.0,3821.0,2276.0,17.0,42.97
ROU,Europe,Romania,2021,6,32392059.0,3055.0,958788.0,3474.0,17.880000000000006,2020,6,680012.0,7713.0,43273.0,385.0,34.309999999999995
PYF,Oceania,French Polynesia,2021,6,568347.0,137.0,4260.0,0.0,0.0,2020,6,1806.0,2.0,0.0,0.0,0.0
SRB,Europe,Serbia,2021,11,36360535.0,112096.0,326841.0,1736.0,23.830000000000005,2020,11,2898418.0,128484.0,32566.0,784.0,44.580000000000005
PER,South America,Peru,2021,5,58363888.0,156024.0,5473329.0,17082.0,30.220000000000006,2020,5,2852556.0,127500.0,388541.0,15928.0,40.330000000000005
CYP,Europe,Cyprus,2021,11,3853409.0,10456.0,17552.0,22.0,40.230000000000004,2020,11,216721.0,6166.0,1096.0,23.0,35.3
CIV,Africa,Cote d'Ivoire,2021,10,1888807.0,1044.0,20866.0,71.0,20.870000000000008,2020,10,627301.0,992.0,3753.0,6.0,28.880000000000003
GRC,Europe,Greece,2021,5,11653186.0,57273.0,352667.0,1714.0,28.329999999999995,2020,5,86380.0,326.0,4958.0,35.0,23.63
ROU,Europe,Romania,2021,9,34337334.0,134903.0,1063049.0,2471.0,46.0,2020,9,3212048.0,40032.0,127808.0,1204.0,32.02
MAC,Asia,Macao,2021,2,1340.0,1.0,0.0,0.0,0.0,2020,2,283.0,3.0,0.0,0.0,0.0
GMB,Africa,Gambia,2021,4,170688.0,439.0,5086.0,9.0,26.999999999999993,2020,4,233.0,7.0,30.0,0.0,0.0
LUX,Europe,Luxembourg,2021,3,1807017.0,6532.0,21542.0,109.0,34.279999999999994,2020,3,17209.0,2177.0,162.0,23.0,26.720000000000006
NOR,Europe,Norway,2021,10,6108770.0,17849.0,27347.0,39.0,33.25,2020,10,512670.0,6304.0,8601.0,8.0,38.71
SAU,Asia,Saudi Arabia,2021,8,16634580.0,17588.0,260119.0,275.0,20.110000000000003,2020,8,9232859.0,39867.0,105502.0,1031.0,26.459999999999997
LUX,Europe,Luxembourg,2021,2,1482434.0,4722.0,17094.0,60.0,31.309999999999995,2020,2,1.0,1.0,0.0,0.0,0.0
GBR,Europe,United Kingdom,2021,5,138071695.0,70727.0,3960312.0,265.0,33.87,2020,5,6993261.0,78625.0,1029643.0,10767.0,24.619999999999997
OWID_EUN,,European Union,2021,11,1299689452.0,6023893.0,24608694.0,47895.0,0.0,2020,11,280669996.0,5277645.0,6589801.0,92829.0,0.0
ARG,South America,Argentina,2021,8,157553999.0,255856.0,3383419.0,6091.0,25.640000000000004,2020,8,9244163.0,226433.0,183974.0,5117.0,34.849999999999994
NAM,Africa,Namibia,2021,10,3978452.0,1338.0,109589.0,43.0,20.65,2020,10,377670.0,1670.0,4015.0,12.0,27.070000000000007
MLT,Europe,Malta,2021,12,1325636.0,13038.0,14609.0,8.0,48.459999999999994,2020,12,352991.0,2901.0,5572.0,82.0,29.839999999999996
SOM,Africa,Somalia,2021,5,448128.0,747.0,23318.0,56.0,27.279999999999994,2020,5,40774.0,1375.0,1679.0,50.0,34.53000000000001
MUS,Africa,Mauritius,2021,11,586135.0,3845.0,6837.0,74.0,27.519999999999996,2020,11,14299.0,63.0,300.0,0.0,21.25000000000001
OWID_SAM,,South America,2021,9,1120709081.0,759343.0,34316584.0,24665.0,0.0,2020,9,217479028.0,1762619.0,8354094.0,51784.0,0.0
WLF,Oceania,Wallis and Futuna,2021,10,14074.0,0.0,217.0,0.0,0.0,2020,10,13.0,1.0,0.0,0.0,0.0
DNK,Europe,Denmark,2021,8,10283943.0,28886.0,79414.0,35.0,31.22000000000001,2020,8,479671.0,3196.0,19230.0,9.0,38.720000000000006
IRQ,Asia,Iraq,2021,11,62098113.0,25924.0,706034.0,650.0,25.800000000000004,2020,11,15543204.0,79919.0,349853.0,1348.0,27.09
TWN,Asia,Taiwan,2021,7,475596.0,870.0,23219.0,139.0,20.85,2020,7,14062.0,20.0,217.0,0.0,10.690000000000003
LBR,Africa,Liberia,2021,6,82630.0,1721.0,2908.0,41.0,50.52000000000001,2020,6,14879.0,490.0,953.0,9.0,37.55
GTM,North America,Guatemala,2021,12,19312415.0,10375.0,497542.0,164.0,33.099999999999994,2020,12,4047232.0,15950.0,139914.0,642.0,31.730000000000004
LCA,North America,Saint Lucia,2021,4,131631.0,314.0,1998.0,14.0,31.010000000000005,2020,4,442.0,4.0,0.0,0.0,0.0
DEU,Europe,Germany,2021,7,116311815.0,40519.0,2831911.0,721.0,36.59,2020,7,6265079.0,14981.0,281460.0,157.0,33.5
GAB,Africa,Gabon,2021,9,826126.0,4267.0,5213.0,20.0,39.71,2020,9,259821.0,233.0,1600.0,1.0,27.40000000000001
BFA,Africa,Burkina Faso,2021,7,419321.0,94.0,5226.0,1.0,25.669999999999998,2020,7,32311.0,144.0,1643.0,0.0,32.17000000000001
FLK,South America,Falkland Islands,2021,12,2573.0,4.0,0.0,0.0,0.0,2020,12,688.0,13.0,0.0,0.0,0.0
ZWE,Africa,Zimbabwe,2021,12,5481442.0,78633.0,148668.0,297.0,48.809999999999995,2020,12,366341.0,3917.0,9807.0,87.0,38.989999999999995
OWID_ASI,,Asia,2021,7,1820215184.0,6189793.0,26134799.0,104615.0,0.0,2020,7,100764644.0,1991328.0,2366645.0,39750.0,0.0
AUS,Oceania,Australia,2021,12,8165418.0,191294.0,66107.0,237.0,49.22999999999999,2020,12,872046.0,513.0,28153.0,1.0,36.10000000000001
NCL,Oceania,New Caledonia,2021,10,300541.0,3540.0,6841.0,146.0,0.0,2020,10,839.0,1.0,0.0,0.0,0.0
NIC,North America,Nicaragua,2021,4,203357.0,221.0,5398.0,4.0,7.529999999999998,2020,4,269.0,9.0,51.0,2.0,0.0
DNK,Europe,Denmark,2021,6,8689435.0,12450.0,75772.0,18.0,22.75,2020,6,367368.0,1099.0,17867.0,31.0,27.540000000000003
OWID_INT,,International,2021,12,22351.0,0.0,465.0,0.0,0.0,2020,12,22351.0,0.0,465.0,0.0,0.0
LCA,North America,Saint Lucia,2021,8,205752.0,2609.0,2957.0,15.0,44.47,2020,8,789.0,1.0,0.0,0.0,0.0
RWA,Africa,Rwanda,2021,3,631948.0,2933.0,8772.0,46.0,30.6,2020,3,579.0,75.0,0.0,0.0,0.0
CAN,North America,Canada,2021,9,47080268.0,124555.0,821827.0,925.0,33.790000000000006,2020,9,4305850.0,31887.0,278084.0,198.0,38.249999999999986
GAB,Africa,Gabon,2021,12,1182150.0,4456.0,8800.0,9.0,33.089999999999996,2020,12,290679.0,357.0,1941.0,4.0,39.81
GEO,Asia,Georgia,2021,7,12010406.0,53456.0,171782.0,504.0,39.79,2020,7,31917.0,240.0,480.0,2.0,37.89000000000001
GAB,Africa,Gabon,2021,4,641075.0,3525.0,3911.0,21.0,31.620000000000008,2020,4,3106.0,260.0,45.0,2.0,17.380000000000003
BFA,Africa,Burkina Faso,2021,10,453154.0,550.0,6301.0,30.0,21.89,2020,10,72258.0,444.0,1960.0,9.0,28.810000000000006
LIE,Europe,Liechtenstein,2021,8,101819.0,204.0,1798.0,0.0,41.34,2020,8,2983.0,19.0,31.0,0.0,2.34
BLZ,North America,Belize,2021,6,389860.0,442.0,9805.0,5.0,39.73000000000001,2020,6,633.0,6.0,60.0,0.0,0.0
NPL,Asia,Nepal,2021,4,8652964.0,45878.0,92807.0,249.0,53.94,2020,4,792.0,52.0,0.0,0.0,0.0
NLD,Europe,Netherlands,2021,7,55064715.0,180663.0,552202.0,83.0,45.77,2020,7,1605741.0,4079.0,190683.0,34.0,37.97
OWID_UMC,,Upper middle income,2021,10,2373788150.0,4561013.0,63751847.0,97843.0,0.0,2020,10,417774307.0,2976060.0,15079629.0,77495.0,0.0
GIN,Africa,Guinea,2021,11,921555.0,117.0,11596.0,2.0,21.120000000000005,2020,11,379110.0,1047.0,2235.0,4.0,30.220000000000006
AFG,Asia,Afghanistan,2021,6,2848717.0,46821.0,114208.0,1927.0,35.71,2020,6,751685.0,16265.0,14982.0,485.0,29.31
NGA,Africa,Nigeria,2021,9,6004909.0,13348.0,78586.0,252.0,27.07,2020,9,1697188.0,4840.0,32466.0,99.0,26.280000000000005
KAZ,Asia,Kazakhstan,2021,7,17031174.0,150783.0,259331.0,1318.0,39.239999999999995,2020,7,2056485.0,68059.0,14017.0,605.0,29.249999999999996
ABW,North America,Aruba,2021,11,483730.0,429.0,5176.0,3.0,0.0,2020,11,140189.0,332.0,1284.0,7.0,0.0
LKA,Asia,Sri Lanka,2021,6,6833733.0,72725.0,69031.0,1636.0,27.790000000000003,2020,6,57101.0,414.0,330.0,1.0,23.579999999999995
BIH,Europe,Bosnia and Herzegovina,2021,11,7954647.0,22307.0,362354.0,1091.0,31.819999999999997,2020,11,2143108.0,37811.0,58331.0,1447.0,30.90000000000001
SGP,Asia,Singapore,2021,6,1870159.0,528.0,1028.0,3.0,25.97,2020,6,1210239.0,9023.0,763.0,3.0,24.45
IRL,Europe,Ireland,2021,9,11122674.0,37485.0,155083.0,157.0,28.500000000000004,2020,9,958194.0,7344.0,53636.0,27.0,38.37
PSE,Asia,Palestine,2021,5,9407890.0,11888.0,105644.0,248.0,22.970000000000002,2020,5,12240.0,104.0,71.0,1.0,31.02
CHE,Europe,Switzerland,2021,10,26537685.0,32195.0,345883.0,147.0,33.569999999999986,2020,10,2627252.0,100969.0,62690.0,470.0,55.38000000000001
GRD,North America,Grenada,2021,7,5024.0,3.0,31.0,0.0,0.7299999999999999,2020,7,715.0,1.0,0.0,0.0,0.0
UGA,Africa,Uganda,2021,8,3189120.0,25988.0,89117.0,322.0,16.290000000000003,2020,8,54950.0,1818.0,467.0,29.0,49.38999999999999
GIB,Europe,Gibraltar,2021,5,132905.0,12.0,2914.0,0.0,0.0,2020,5,4650.0,26.0,0.0,0.0,0.0
CYM,North America,Cayman Islands,2021,7,19348.0,29.0,62.0,0.0,0.0,2020,7,6269.0,3.0,31.0,0.0,0.0
MWI,Africa,Malawi,2021,11,1855421.0,120.0,69088.0,5.0,32.330000000000005,2020,11,179342.0,98.0,5542.0,1.0,24.38
KHM,Asia,Cambodia,2021,6,1204307.0,20291.0,11411.0,388.0,32.01,2020,6,3885.0,16.0,0.0,0.0,2.7600000000000007
BDI,Africa,Burundi,2021,12,693524.0,6951.0,1178.0,0.0,31.75,2020,12,23099.0,130.0,44.0,1.0,32.71999999999999
SMR,Europe,San Marino,2021,6,152719.0,2.0,2700.0,0.0,3.5000000000000013,2020,6,21044.0,26.0,1260.0,0.0,4.039999999999999
JOR,Asia,Jordan,2021,3,15461791.0,220487.0,173615.0,2157.0,35.970000000000006,2020,3,2421.0,274.0,15.0,5.0,8.8
FLK,South America,Falkland Islands,2021,9,2010.0,1.0,0.0,0.0,0.0,2020,9,390.0,0.0,0.0,0.0,0.0
SLV,North America,El Salvador,2021,11,3514812.0,6381.0,111682.0,147.0,11.46,2020,11,1095940.0,5115.0,31368.0,139.0,30.939999999999998
OWID_HIC,,High income,2021,4,2109270760.0,6792311.0,41984701.0,97917.0,0.0,2020,4,50041457.0,1785020.0,3801420.0,167590.0,0.0
NER,Africa,Niger,2021,6,163640.0,79.0,5774.0,1.0,30.900000000000002,2020,6,30260.0,117.0,1982.0,3.0,21.440000000000005
NCL,Oceania,New Caledonia,2021,7,4033.0,5.0,0.0,0.0,0.0,2020,7,668.0,1.0,0.0,0.0,0.0
SVK,Europe,Slovakia,2021,8,24113804.0,3323.0,388883.0,8.0,39.279999999999994,2020,8,92437.0,1625.0,975.0,4.0,40.18000000000001
HUN,Europe,Hungary,2021,4,21975323.0,126915.0,733442.0,6803.0,22.61,2020,4,48858.0,2283.0,4482.0,296.0,36.37
DMA,North America,Dominica,2021,8,25752.0,1428.0,22.0,4.0,16.88,2020,8,576.0,2.0,0.0,0.0,0.0
BHS,North America,Bahamas,2021,12,718350.0,1685.0,21930.0,46.0,44.19,2020,12,238552.0,330.0,5125.0,7.0,29.749999999999996
BDI,Africa,Burundi,2021,5,134800.0,795.0,186.0,0.0,32.51999999999998,2020,5,889.0,52.0,31.0,0.0,0.0
PHL,Asia,Philippines,2021,9,68620681.0,560109.0,1077254.0,4846.0,30.610000000000003,2020,9,8070661.0,90875.0,136916.0,1946.0,27.9
THA,Asia,Thailand,2021,6,6185040.0,99509.0,45747.0,992.0,31.7,2020,6,93991.0,90.0,1739.0,1.0,26.19
TLS,Asia,Timor,2021,4,38592.0,1672.0,52.0,3.0,40.010000000000005,2020,4,365.0,23.0,0.0,0.0,0.0
JPN,Asia,Japan,2021,6,23315113.0,53096.0,424202.0,1724.0,23.659999999999997,2020,6,525362.0,1864.0,28222.0,76.0,35.18000000000001
ZAF,Africa,South Africa,2021,2,41711243.0,59632.0,1337841.0,5829.0,17.5,2020,2,0.0,0.0,0.0,0.0,0.0
SOM,Africa,Somalia,2021,7,468586.0,457.0,24310.0,36.0,40.37,2020,7,95846.0,288.0,2866.0,3.0,22.730000000000004
ECU,South America,Ecuador,2021,7,14671149.0,28868.0,785847.0,1285.0,26.950000000000003,2020,7,2217004.0,28923.0,160481.0,1175.0,33.849999999999994
GIN,Africa,Guinea,2021,9,902759.0,910.0,10988.0,42.0,24.090000000000007,2020,9,303547.0,1243.0,1898.0,7.0,29.320000000000004
NZL,Oceania,New Zealand,2021,10,160158.0,2303.0,862.0,1.0,40.98000000000001,2020,10,58768.0,111.0,775.0,0.0,26.200000000000003
OWID_ASI,,Asia,2021,2,674677378.0,1909630.0,10828204.0,25657.0,0.0,2020,2,1654805.0,73839.0,46753.0,2691.0,0.0
AUT,Europe,Austria,2021,10,24130362.0,87886.0,346244.0,348.0,37.16,2020,10,2039236.0,60112.0,28062.0,310.0,42.240000000000016
VNM,Asia,Vietnam,2021,11,31717272.0,316960.0,701736.0,3169.0,36.93,2020,11,38113.0,167.0,1050.0,0.0,34.54999999999999
BRN,Asia,Brunei,2021,4,6588.0,12.0,90.0,0.0,20.619999999999997,2020,4,4089.0,9.0,30.0,0.0,5.07
PRY,South America,Paraguay,2021,11,13857719.0,2052.0,489633.0,226.0,31.859999999999996,2020,11,2172533.0,19239.0,47568.0,352.0,30.899999999999988
LBY,Africa,Libya,2021,11,10961163.0,15298.0,159205.0,357.0,29.980000000000008,2020,11,2198676.0,21714.0,30616.0,326.0,28.099999999999994
TUR,Asia,Turkey,2021,9,202926442.0,765739.0,1820363.0,7344.0,32.27,2020,9,8864996.0,48530.0,217574.0,1825.0,30.660000000000004
MWI,Africa,Malawi,2021,9,1835665.0,1086.0,67368.0,105.0,17.85,2020,9,170733.0,207.0,5325.0,4.0,19.880000000000003
