iso_code,continent,location,N_Year,N_Month,N_YM,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,reproduction_rate
IRN,Asia,Iran,2022,1,202201,99314166.0,26632.0,2109857.0,469.0,1168006.754,313.212,24813.449999999997,5.516,13.68
CIV,Africa,Cote d'Ivoire,2021,1,202101,777836.0,5909.0,4420.0,17.0,28751.634,218.414,163.38199999999998,0.6289999999999999,41.70000000000001
TWN,Asia,Taiwan,2020,10,202010,16593.0,41.0,217.0,0.0,695.5810000000002,1.722,9.083,0.0,38.36000000000001
IMN,Europe,Isle of Man,2021,6,202106,48014.0,21.0,870.0,0.0,562158.9950000001,245.87,10186.17,0.0,0.0
DJI,Africa,Djibouti,2021,8,202108,362283.0,99.0,4848.0,1.0,361488.80900000007,98.78399999999998,4837.373999999999,0.998,40.190000000000005
MSR,North America,Montserrat,2021,8,202108,729.0,8.0,31.0,0.0,146356.15300000005,1606.104,6223.652999999998,0.0,0.0
ISL,Europe,Iceland,2021,8,202108,295617.0,2830.0,944.0,3.0,801581.924,7673.702000000001,2559.7159999999994,8.136000000000001,30.790000000000003
SXM,North America,Sint Maarten (Dutch part),2021,10,202110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUN,Europe,Hungary,2021,12,202112,37227269.0,153307.0,1151470.0,4665.0,3864089.997999999,15912.853,119519.47899999999,484.2150000000001,25.499999999999996
MNE,Europe,Montenegro,2021,12,202112,4996720.0,12658.0,73279.0,104.0,7955914.407,20154.418,116676.83099999998,165.589,38.680000000000014
HKG,Asia,Hong Kong,2020,8,202008,134221.0,1538.0,2010.0,62.0,17771.026,203.63299999999998,266.126,8.206,0.0
COD,Africa,Democratic Republic of Congo,2020,12,202012,465473.0,4886.0,12964.0,258.0,5038.79,52.893,140.33599999999998,2.795,35.55
BWA,Africa,Botswana,2021,9,202109,5061795.0,22293.0,69946.0,107.0,2111509.488000001,9299.445,29177.716999999993,44.635000000000005,26.750000000000004
UGA,Africa,Uganda,2020,9,202009,161746.0,5157.0,1679.0,43.0,3432.3830000000003,109.43599999999998,35.629999999999995,0.9080000000000003,35.75000000000001
LVA,Europe,Latvia,2020,1,202001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPM,North America,Saint Pierre and Miquelon,2021,5,202105,775.0,0.0,0.0,0.0,134292.15500000006,0.0,0.0,0.0,0.0
UGA,Africa,Uganda,2021,7,202107,2752512.0,13950.0,67412.0,1667.0,58410.558,296.03200000000004,1430.537,35.373999999999995,23.340000000000007
ARE,Asia,United Arab Emirates,2020,7,202007,1724036.0,11839.0,10381.0,36.0,172557.46899999998,1184.9560000000001,1039.027,3.600000000000002,28.53
TKM,Asia,Turkmenistan,2021,8,202108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGR,Europe,Bulgaria,2020,3,202003,3576.0,399.0,71.0,8.0,518.513,57.85499999999998,10.294999999999998,1.16,13.17
CMR,Africa,Cameroon,2021,8,202108,2558000.0,1361.0,41510.0,16.0,93960.3119999999,49.992000000000004,1524.733,0.588,11.119999999999997
GMB,Africa,Gambia,2020,3,202003,35.0,4.0,9.0,1.0,14.069999999999999,1.608,3.6180000000000008,0.402,0.0
THA,Asia,Thailand,2020,12,202012,150944.0,2886.0,1866.0,3.0,2157.8589999999995,41.258,26.683000000000007,0.043000000000000003,41.42
PHL,Asia,Philippines,2021,10,202110,83657823.0,237310.0,1257512.0,4878.0,753355.7050000001,2137.026,11324.149000000001,43.925000000000004,22.8
GAB,Africa,Gabon,2021,6,202106,743205.0,555.0,4695.0,7.0,326134.61100000015,243.54500000000002,2060.2729999999997,3.073,30.430000000000007
BOL,South America,Bolivia,2021,4,202104,8619557.0,31321.0,377844.0,694.0,728437.7280000002,2646.935,31931.553000000004,58.65200000000001,33.459999999999994
STP,Africa,Sao Tome and Principe,2020,10,202010,28809.0,34.0,468.0,1.0,128977.8,152.21800000000002,2095.2359999999994,4.477,22.96
BES,North America,Bonaire Sint Eustatius and Saba,2020,11,202011,4699.0,9.0,90.0,0.0,177689.53999999998,340.32800000000003,3403.2900000000022,0.0,0.0
MKD,Europe,North Macedonia,2021,9,202109,5548376.0,14914.0,190219.0,730.0,2664080.230999999,7161.033000000001,91334.59599999998,350.514,25.59
BMU,North America,Bermuda,2022,1,202201,118784.0,2121.0,1760.0,0.0,1913032.2730000005,34158.99,28345.039999999994,0.0,0.0
SAU,Asia,Saudi Arabia,2022,1,202201,9292238.0,59194.0,142276.0,29.0,262933.197,1674.952,4025.841,0.8240000000000003,28.749999999999996
LTU,Europe,Lithuania,2020,5,202005,47420.0,292.0,1304.0,22.0,17629.159000000007,108.55799999999999,484.7819999999999,8.182999999999998,25.4
SMR,Europe,San Marino,2021,2,202102,93013.0,691.0,1986.0,7.0,2734872.0970000005,20317.552,58394.586999999985,205.82099999999997,31.149999999999995
NAM,Africa,Namibia,2020,5,202005,554.0,8.0,0.0,0.0,214.11799999999994,3.0890000000000004,0.0,0.0,0.0
NLD,Europe,Netherlands,2021,5,202105,49349814.0,153292.0,541160.0,476.0,2873670.5229999996,8926.291000000001,31512.084,27.718000000000014,25.51
NCL,Oceania,New Caledonia,2020,3,202003,134.0,16.0,0.0,0.0,464.92699999999996,55.513,0.0,0.0,0.0
FSM,Oceania,Micronesia (country),2021,5,202105,31.0,0.0,0.0,0.0,266.66200000000003,0.0,0.0,0.0,0.0
ALB,Europe,Albania,2021,5,202105,4089156.0,1230.0,75267.0,57.0,1423337.952,428.13500000000005,26198.65599999999,19.836,18.99
KOR,Asia,South Korea,2020,1,202001,36.0,10.0,0.0,0.0,0.7000000000000001,0.193,0.0,0.0,0.0
MEX,North America,Mexico,2020,1,202001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUS,Africa,Mauritius,2021,6,202106,49997.0,523.0,540.0,0.0,39261.740999999995,410.704,424.04999999999984,0.0,40.540000000000006
ZAF,Africa,South Africa,2020,11,202011,22626679.0,64552.0,612357.0,2259.0,376847.54699999996,1075.1159999999998,10198.811999999996,37.621,33.95
AFG,Asia,Afghanistan,2020,8,202008,1165099.0,1620.0,42108.0,131.0,29247.808999999994,40.666000000000004,1057.043,3.2889999999999993,26.880000000000003
EGY,Africa,Egypt,2021,12,202112,11551705.0,26997.0,657298.0,1278.0,110798.87099999998,258.945,6304.5149999999985,12.257000000000005,30.67
NER,Africa,Niger,2021,3,202103,151178.0,261.0,5607.0,14.0,6015.646000000001,10.386999999999997,223.10499999999993,0.5589999999999999,24.34
COM,Africa,Comoros,2022,1,202201,118784.0,1241.0,2538.0,2.0,133697.11,1396.804,2856.6409999999996,2.252,14.980000000000004
KWT,Asia,Kuwait,2021,3,202103,6584268.0,41251.0,36957.0,230.0,1521124.4989999998,9529.975,8537.957999999997,53.13,32.98999999999999
WLF,Oceania,Wallis and Futuna,2021,2,202102,224.0,4.0,0.0,0.0,20191.086999999996,360.555,0.0,0.0,0.0
BEL,Europe,Belgium,2021,8,202108,35802514.0,59949.0,784440.0,139.0,3077844.3909999994,5153.651,67436.166,11.953000000000001,35.18000000000001
BRB,North America,Barbados,2020,6,202006,2860.0,5.0,210.0,0.0,9940.633000000005,17.379,729.9000000000001,0.0,0.0
SYR,Asia,Syria,2021,7,202107,799889.0,448.0,58908.0,38.0,43767.892,24.517,3223.2960000000003,2.0789999999999993,24.579999999999988
DNK,Europe,Denmark,2021,7,202107,9436465.0,23130.0,78769.0,15.0,1623253.8739999998,3978.8050000000007,13549.786999999993,2.58,38.29
IDN,Asia,Indonesia,2021,5,202105,54068447.0,153335.0,1492843.0,5057.0,195643.716,554.8310000000001,5401.772,18.298,31.490000000000002
BES,North America,Bonaire Sint Eustatius and Saba,2021,9,202109,58267.0,305.0,528.0,2.0,2203327.664,11533.37,19965.97200000001,75.628,0.0
CYM,North America,Cayman Islands,2021,12,202112,248795.0,1744.0,285.0,6.0,3741390.719,26226.352,4285.839,90.22800000000001,0.0
CAF,Africa,Central African Republic,2021,11,202111,349359.0,190.0,3019.0,1.0,71008.11399999997,38.618,613.626,0.203,5.700000000000003
TUR,Asia,Turkey,2020,8,202008,7744882.0,39260.0,185746.0,679.0,91070.47099999999,461.64900000000006,2184.148,7.983,33.74
TCA,North America,Turks and Caicos Islands,2021,4,202104,70874.0,59.0,510.0,0.0,1806811.8060000003,1504.105,13001.580000000009,0.0,0.0
LSO,Africa,Lesotho,2021,4,202104,321443.0,25.0,9462.0,1.0,148880.50800000003,11.578,4382.448000000001,0.463,14.150000000000002
TKM,Asia,Turkmenistan,2021,4,202104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUR,Asia,Turkey,2020,3,202003,58776.0,13531.0,976.0,214.0,691.136,159.109,11.476,2.516,44.11
LCA,North America,Saint Lucia,2021,3,202103,124502.0,848.0,1581.0,25.0,675169.8720000001,4598.672999999999,8573.704000000002,135.57500000000002,26.499999999999996
PYF,Oceania,French Polynesia,2021,3,202103,574753.0,240.0,4363.0,2.0,2034279.0629999996,849.4560000000001,15442.392000000005,7.078,0.0
THA,Asia,Thailand,2021,4,202104,1243742.0,36290.0,3442.0,109.0,17780.229000000003,518.7930000000001,49.209,1.556,51.19
WSM,Oceania,Samoa,2021,10,202110,93.0,0.0,0.0,0.0,464.6589999999997,0.0,0.0,0.0,0.0
OWID_LIC,,Low income,2021,9,202109,38083399.0,84531.0,994479.0,2394.0,57255.43199999998,127.08500000000001,1495.121,3.5989999999999993,0.0
LTU,Europe,Lithuania,2021,6,202106,8327491.0,4386.0,130286.0,117.0,3095880.382,1630.5670000000005,48435.94299999999,43.498000000000005,15.7
OWID_CYN,Asia,Northern Cyprus,2021,4,202104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAM,North America,Jamaica,2021,6,202106,1482266.0,1567.0,30332.0,127.0,498498.38099999994,526.994,10200.901000000002,42.709999999999994,27.580000000000005
MMR,Asia,Myanmar,2020,7,202007,10335.0,54.0,186.0,0.0,188.57199999999995,0.9810000000000002,3.379,0.0,27.90000000000001
USA,North America,United States,2021,12,202112,1576981107.0,6192068.0,24974018.0,44872.0,4736887.063000001,18599.544,75016.181,134.78399999999996,40.769999999999996
KAZ,Asia,Kazakhstan,2020,6,202006,476607.0,11450.0,2975.0,147.0,25091.238000000005,602.7909999999999,156.61900000000003,7.739999999999999,33.42999999999999
NLD,Europe,Netherlands,2020,9,202009,2700935.0,50369.0,189054.0,187.0,157277.13300000003,2933.017,11008.729,10.885000000000002,40.61
OWID_UMC,,Upper middle income,2020,11,202011,504932007.0,3921968.0,16870493.0,82132.0,200874.19600000003,1560.252,6711.494000000001,32.675,0.0
ARM,Asia,Armenia,2021,11,202111,9833856.0,30192.0,211075.0,1239.0,3313150.913,10172.065999999999,71113.84700000001,417.4359999999999,22.99000000000001
FLK,South America,Falkland Islands,2021,10,202110,2120.0,2.0,0.0,0.0,600907.0249999996,566.894,0.0,0.0,0.0
MRT,Africa,Mauritania,2020,10,202010,235602.0,201.0,5044.0,2.0,49339.596999999994,42.092000000000006,1056.3039999999999,0.418,29.440000000000005
GNB,Africa,Guinea-Bissau,2021,12,202112,200104.0,44.0,4617.0,1.0,99283.05100000002,21.828000000000003,2290.7449999999994,0.496,28.509999999999994
YEM,Asia,Yemen,2021,4,202104,167368.0,1960.0,32574.0,338.0,5489.16,64.283,1068.326,11.084999999999997,26.71
AGO,Africa,Angola,2020,8,202008,59160.0,1506.0,2627.0,56.0,1743.4060000000002,44.38199999999999,77.41500000000002,1.6449999999999991,34.2
ERI,Africa,Eritrea,2021,2,202102,70980.0,712.0,196.0,0.0,19708.663999999997,197.69899999999998,54.432000000000016,0.0,31.36
ZWE,Africa,Zimbabwe,2021,10,202110,4096547.0,2157.0,144217.0,55.0,271435.23800000007,142.922,9555.749000000002,3.6459999999999995,22.290000000000003
NGA,Africa,Nigeria,2021,5,202105,5137725.0,1408.0,64098.0,36.0,24303.253999999997,6.660000000000001,303.212,0.17,30.040000000000003
CHL,South America,Chile,2022,1,202201,29313784.0,70116.0,628108.0,279.0,1525777.2040000001,3649.5260000000003,32692.910999999996,14.520999999999999,22.549999999999997
COG,Africa,Congo,2021,8,202108,414574.0,402.0,5565.0,5.0,73284.916,71.06099999999999,983.7280000000007,0.8839999999999999,20.779999999999998
WLF,Oceania,Wallis and Futuna,2020,12,202012,110.0,1.0,0.0,0.0,9915.259000000005,90.139,0.0,0.0,0.0
IRN,Asia,Iran,2021,7,202107,108611906.0,666451.0,2698205.0,6366.0,1277354.9340000004,7837.947999999999,31732.855,74.86800000000001,37.790000000000006
CUW,North America,Curacao,2021,6,202106,369118.0,70.0,3719.0,4.0,2239848.0520000006,424.765,22567.29499999999,24.272,0.0
TWN,Asia,Taiwan,2021,8,202108,491598.0,321.0,25341.0,48.0,20607.749000000003,13.455000000000005,1062.293,2.0150000000000006,25.61000000000001
IMN,Europe,Isle of Man,2021,8,202108,183389.0,2343.0,1097.0,9.0,2147160.753,27432.386,12843.938000000002,105.374,0.0
SRB,Europe,Serbia,2020,7,202007,618471.0,10988.0,13387.0,296.0,90004.62299999999,1599.0549999999996,1948.1749999999995,43.076,36.82
HND,North America,Honduras,2021,7,202107,8666593.0,34351.0,229720.0,829.0,861234.0410000002,3413.595,22828.196999999996,82.37899999999999,32.980000000000004
IND,Asia,India,2020,6,202006,10951713.0,394872.0,331856.0,11992.0,7859.6539999999995,283.38800000000003,238.16199999999998,8.607,36.45999999999999
HND,North America,Honduras,2021,12,202112,11738026.0,1543.0,323033.0,31.0,1166454.6310000003,153.334,32101.07600000001,3.081,18.949999999999992
MCO,Europe,Monaco,2020,7,202007,3437.0,17.0,124.0,0.0,86968.62300000002,430.162,3137.665000000001,0.0,19.159999999999997
BRA,South America,Brazil,2020,12,202012,218447663.0,1339067.0,5706947.0,21804.0,1020814.7599999999,6257.512999999999,26668.792000000005,101.891,32.47
CYM,North America,Cayman Islands,2020,8,202008,6319.0,2.0,31.0,0.0,95025.40099999997,30.076,466.1780000000002,0.0,0.0
RUS,Europe,Russia,2021,10,202110,243702611.0,976880.0,6778554.0,30645.0,1670202.414,6694.993,46456.44699999999,210.02399999999997,34.760000000000005
RWA,Africa,Rwanda,2020,5,202005,9340.0,127.0,2.0,1.0,703.4990000000001,9.566,0.15,0.075,30.459999999999994
GMB,Africa,Gambia,2021,8,202108,279627.0,1989.0,8353.0,107.0,112438.30800000005,799.778,3358.743,43.02700000000001,26.160000000000004
POL,Europe,Poland,2021,5,202105,88232622.0,80141.0,2210036.0,6243.0,2334381.6189999995,2120.301,58471.202,165.17299999999997,17.5
MYS,Asia,Malaysia,2021,8,202108,44330803.0,632982.0,395138.0,7640.0,1352530.4859999998,19312.248,12055.641000000001,233.098,33.349999999999994
OWID_EUN,,European Union,2020,2,202002,5335.0,1392.0,121.0,31.0,11.932999999999998,3.108,0.268,0.06899999999999999,0.0
FJI,Oceania,Fiji,2021,8,202108,1248799.0,16935.0,11803.0,258.0,1383099.328,18756.252999999997,13072.338000000003,285.746,25.67000000000001
MOZ,Africa,Mozambique,2021,10,202110,4683070.0,569.0,59662.0,13.0,145604.061,17.691,1854.9870000000005,0.40300000000000014,20.070000000000004
ATG,North America,Antigua and Barbuda,2020,5,202005,776.0,2.0,93.0,0.0,7859.979999999994,20.258,941.9969999999992,0.0,0.0
USA,North America,United States,2021,4,202104,946758633.0,1891254.0,16932405.0,23893.0,2843844.2909999997,5680.888999999999,50861.034,71.769,29.120000000000005
ECU,South America,Ecuador,2020,8,202008,3121790.0,28412.0,189640.0,854.0,174514.04600000003,1588.285,10601.238,47.740999999999985,32.34000000000001
OWID_HIC,,High income,2021,10,202110,3159144210.0,6133943.0,53386685.0,69172.0,2600268.009,5048.801,43942.183000000005,56.933000000000014,0.0
MEX,North America,Mexico,2021,1,202101,50652332.0,438166.0,4367196.0,32729.0,388848.9879999999,3363.721,33526.192,251.25600000000003,32.57
ERI,Africa,Eritrea,2021,1,202101,54320.0,815.0,172.0,4.0,15082.763000000004,226.298,47.76100000000002,1.111,35.88999999999999
ALB,Europe,Albania,2020,2,202002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OWID_HIC,,High income,2020,7,202007,197791334.0,2450683.0,10455060.0,35588.0,162800.57100000003,2017.141,8605.479,29.292999999999992,0.0
YEM,Asia,Yemen,2021,1,202101,65439.0,22.0,18984.0,5.0,2146.2019999999998,0.7250000000000001,622.6169999999998,0.165,32.03
ERI,Africa,Eritrea,2020,3,202003,65.0,15.0,0.0,0.0,18.05,4.165,0.0,0.0,0.0
KGZ,Asia,Kyrgyzstan,2021,12,202112,5706439.0,1338.0,86084.0,56.0,860914.3419999998,201.86100000000002,12987.248000000001,8.453999999999995,32.67000000000001
KOR,Asia,South Korea,2021,10,202110,10586338.0,52613.0,82667.0,361.0,206340.51499999998,1025.4900000000002,1611.2809999999997,7.03,29.279999999999994
NZL,Oceania,New Zealand,2021,6,202106,81305.0,69.0,780.0,0.0,15871.819999999996,13.467000000000002,152.2799999999999,0.0,23.42
VUT,Oceania,Vanuatu,2021,3,202103,79.0,2.0,0.0,0.0,251.21999999999986,6.36,0.0,0.0,0.0
NGA,Africa,Nigeria,2021,4,202104,4922431.0,2219.0,61812.0,6.0,23284.834999999995,10.496,292.39099999999996,0.030000000000000002,24.730000000000004
SUR,South America,Suriname,2021,1,202101,230537.0,2228.0,4340.0,32.0,389553.53,3764.7969999999996,7333.582,54.077000000000005,32.21
SUR,South America,Suriname,2020,12,202012,172469.0,898.0,3654.0,5.0,291432.212,1517.413,6174.409,8.45,47.650000000000006
IRN,Asia,Iran,2020,3,202003,525947.0,44012.0,34200.0,2855.0,6185.521000000001,517.6149999999999,402.2149999999999,33.577,58.57
BRB,North America,Barbados,2021,4,202104,112693.0,203.0,1311.0,2.0,391692.271,705.575,4556.705999999999,6.952,26.650000000000006
BGD,Asia,Bangladesh,2020,4,202004,70283.0,7616.0,2153.0,163.0,422.61799999999994,45.79299999999999,12.945,0.9780000000000004,48.989999999999995
CIV,Africa,Cote d'Ivoire,2020,5,202005,63068.0,1558.0,772.0,19.0,2331.2219999999998,57.59000000000002,28.533,0.7030000000000001,35.7
IDN,Asia,Indonesia,2021,11,202111,127536426.0,12051.0,4309773.0,425.0,461483.572,43.606000000000016,15594.676000000001,1.54,25.02
CIV,Africa,Cote d'Ivoire,2021,9,202109,1752147.0,4584.0,16115.0,183.0,64765.690999999984,169.44099999999997,595.668,6.769999999999999,25.839999999999996
TWN,Asia,Taiwan,2021,2,202102,26198.0,44.0,249.0,1.0,1098.2220000000002,1.848,10.430000000000001,0.042,22.98
CIV,Africa,Cote d'Ivoire,2021,11,202111,1845815.0,427.0,21030.0,9.0,68228.0,15.783000000000003,777.3420000000001,0.33299999999999996,29.28
PLW,Oceania,Palau,2022,1,202201,128.0,0.0,0.0,0.0,7043.024000000001,0.0,0.0,0.0,0.0
TWN,Asia,Taiwan,2021,3,202103,30735.0,75.0,305.0,1.0,1288.4099999999999,3.145999999999999,12.779000000000002,0.042,33.38
COD,Africa,Democratic Republic of Congo,2021,12,202112,1997124.0,16559.0,35108.0,98.0,21619.042,179.25399999999996,380.04,1.061,33.830000000000005
IND,Asia,India,2021,2,202102,305984490.0,354631.0,4362199.0,2765.0,219594.163,254.50499999999997,3130.5949999999993,1.9840000000000002,28.59
HKG,Asia,Hong Kong,2021,6,202106,356475.0,82.0,6303.0,1.0,47197.72900000001,10.855,834.5189999999996,0.132,0.0
SVK,Europe,Slovakia,2021,11,202111,30761240.0,271274.0,409421.0,1384.0,5633177.713,49677.278999999995,74975.561,253.44700000000003,35.88
IDN,Asia,Indonesia,2020,5,202005,546175.0,16355.0,35759.0,821.0,1976.3029999999999,59.178999999999995,129.39299999999997,2.972,35.6
HKG,Asia,Hong Kong,2020,10,202010,161825.0,236.0,3255.0,0.0,21425.831,31.244999999999997,430.9619999999997,0.0,0.0
KNA,North America,Saint Kitts and Nevis,2020,4,202004,385.0,7.0,0.0,0.0,7190.075999999997,130.731,0.0,0.0,0.0
LVA,Europe,Latvia,2021,12,202112,8213909.0,23015.0,136581.0,391.0,4399678.296000001,12327.698999999999,73157.91600000001,209.43499999999997,31.329999999999995
CHL,South America,Chile,2020,9,202009,13147124.0,51265.0,361583.0,1452.0,684305.4500000001,2668.3340000000003,18820.332000000002,75.57600000000001,29.900000000000006
TCA,North America,Turks and Caicos Islands,2020,8,202008,9181.0,401.0,69.0,2.0,234053.94400000002,10222.813,1759.0480000000002,50.986,0.0
SPM,North America,Saint Pierre and Miquelon,2021,4,202104,734.0,1.0,0.0,0.0,127187.67000000006,173.28,0.0,0.0,0.0
VCT,North America,Saint Vincent and the Grenadines,2020,4,202004,329.0,15.0,0.0,0.0,2956.801999999999,134.807,0.0,0.0,0.0
RUS,Europe,Russia,2020,10,202010,42549555.0,435468.0,738104.0,7157.0,291611.032,2984.4539999999997,5058.554999999999,49.051,36.870000000000005
POL,Europe,Poland,2020,9,202009,2314353.0,24142.0,67449.0,474.0,61231.134000000005,638.7260000000001,1784.507,12.541,34.41
BFA,Africa,Burkina Faso,2020,12,202012,143616.0,3821.0,2276.0,17.0,6680.7210000000005,177.74399999999997,105.87399999999997,0.793,42.97
TUN,Africa,Tunisia,2020,8,202008,72295.0,2268.0,1856.0,27.0,6057.007000000001,190.01700000000002,155.50099999999995,2.264,46.540000000000006
LTU,Europe,Lithuania,2020,4,202004,30598.0,907.0,574.0,28.0,11375.306999999999,337.1910000000001,213.39499999999995,10.413999999999998,27.4
BOL,South America,Bolivia,2020,12,202012,4637462.0,15416.0,280226.0,208.0,391911.355,1302.804,23681.865999999995,17.584,41.69
OWID_CYN,Asia,Northern Cyprus,2021,5,202105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTN,Asia,Bhutan,2020,3,202003,46.0,4.0,0.0,0.0,58.977,5.128,0.0,0.0,0.0
OWID_OCE,,Oceania,2021,11,202111,10347248.0,51842.0,119931.0,493.0,239409.05000000002,1199.491,2774.896999999999,11.409999999999998,0.0
JOR,Asia,Jordan,2020,9,202009,140406.0,9791.0,860.0,46.0,13672.771,953.449,83.746,4.478,48.75999999999999
FJI,Oceania,Fiji,2021,7,202107,489468.0,25363.0,3336.0,217.0,542107.1450000001,28090.629000000004,3694.764,240.34099999999995,40.919999999999995
ITA,Europe,Italy,2020,5,202005,6914863.0,27534.0,973585.0,5448.0,114546.18099999998,456.10900000000004,16127.643000000002,90.245,20.7
AIA,North America,Anguilla,2022,1,202201,29572.0,366.0,93.0,1.0,1955173.5509999997,24198.347,6148.759000000002,66.116,0.0
MMR,Asia,Myanmar,2021,10,202110,15035793.0,35997.0,567160.0,962.0,274345.677,656.8090000000001,10348.501000000002,17.548999999999996,27.080000000000002
JPN,Asia,Japan,2021,8,202108,36898551.0,567768.0,480927.0,874.0,292727.63300000003,4504.280999999999,3815.341,6.933000000000001,38.72
GNQ,Africa,Equatorial Guinea,2020,5,202005,21842.0,991.0,219.0,11.0,15064.575999999997,683.5,151.04500000000004,7.587,21.569999999999997
GUY,South America,Guyana,2020,11,202011,144708.0,1244.0,4184.0,27.0,183098.432,1574.0280000000002,5293.995,34.163,30.73
HND,North America,Honduras,2020,3,202003,821.0,141.0,20.0,7.0,81.585,14.011,1.9869999999999999,0.6950000000000001,2.6100000000000003
OWID_AFR,,Africa,2020,6,202006,7890756.0,258340.0,210010.0,5924.0,5745.056999999999,188.089,152.903,4.312999999999999,0.0
FSM,Oceania,Micronesia (country),2022,1,202201,16.0,0.0,0.0,0.0,137.63200000000003,0.0,0.0,0.0,0.0
AGO,Africa,Angola,2020,7,202007,20049.0,864.0,915.0,39.0,590.828,25.462000000000003,26.964,1.143,41.7
SLV,North America,El Salvador,2021,12,202112,3749302.0,2142.0,117859.0,48.0,575178.651,328.60400000000004,18080.691000000003,7.361000000000001,20.419999999999998
ZWE,Africa,Zimbabwe,2021,1,202101,787416.0,19521.0,23012.0,854.0,52173.809,1293.453,1524.7660000000003,56.586000000000006,36.6
OWID_SAM,,South America,2020,6,202006,46656589.0,1336079.0,2579378.0,57449.0,107439.263,3076.6809999999996,5939.7069999999985,132.292,0.0
CRI,North America,Costa Rica,2020,11,202011,3734891.0,29667.0,46733.0,341.0,726766.391,5772.854,9093.697,66.351,30.919999999999995
NER,Africa,Niger,2020,10,202010,37451.0,23.0,2139.0,0.0,1490.242,0.9190000000000002,85.12599999999998,0.0,33.789999999999985
KWT,Asia,Kuwait,2020,10,202010,3569876.0,20744.0,21447.0,169.0,824727.338,4792.365000000001,4954.773,39.038999999999994,32.660000000000004
CYP,Europe,Cyprus,2021,9,202109,3545967.0,4833.0,16156.0,42.0,3957530.373000001,5393.9429999999975,18031.15099999999,46.87199999999999,24.330000000000002
BEL,Europe,Belgium,2021,1,202101,20983559.0,63657.0,631655.0,1564.0,1803899.2850000001,5472.419000000001,54301.65599999999,134.45000000000002,31.83
TWN,Asia,Taiwan,2021,4,202104,32190.0,98.0,327.0,2.0,1349.402,4.114000000000001,13.704000000000004,0.084,36.93
SWE,Europe,Sweden,2020,7,202007,2280371.0,9152.0,172871.0,410.0,224442.453,900.7750000000001,17014.599,40.354000000000006,23.599999999999994
HKG,Asia,Hong Kong,2020,2,202002,1543.0,83.0,37.0,2.0,204.29500000000002,10.986,4.8950000000000005,0.264,0.0
MNE,Europe,Montenegro,2020,12,202012,1312373.0,12982.0,18579.0,183.0,2089596.2259999998,20670.297000000002,29581.991000000005,291.376,28.849999999999994
ISL,Europe,Iceland,2021,5,202105,202534.0,104.0,905.0,1.0,549182.1989999999,282.001,2453.957000000001,2.712,22.750000000000004
SVK,Europe,Slovakia,2020,10,202010,903834.0,49682.0,3123.0,171.0,165515.35299999997,9098.056,571.9030000000001,31.316,44.41999999999999
SVN,Europe,Slovenia,2020,3,202003,8609.0,802.0,83.0,15.0,4141.485000000001,385.814,39.928000000000004,7.215,23.080000000000002
DNK,Europe,Denmark,2021,3,202103,6859466.0,19408.0,74189.0,58.0,1179960.3750000002,3338.5509999999995,12761.938999999997,9.975999999999997,35.070000000000014
GRC,Europe,Greece,2021,3,202103,7014206.0,72589.0,224129.0,1589.0,676345.3030000001,6999.399,21611.656,153.22300000000004,35.31
GIN,Africa,Guinea,2020,4,202004,15955.0,1473.0,84.0,7.0,1182.0949999999998,109.13499999999999,6.226,0.518,35.49000000000001
GGY,Europe,Guernsey,2021,1,202101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,North America,Canada,2020,8,202008,3850908.0,12552.0,282360.0,168.0,101158.89600000001,329.7260000000001,7417.268999999998,4.413999999999999,32.72
PRT,Europe,Portugal,2020,5,202005,891512.0,7455.0,37567.0,421.0,87678.86699999998,733.188,3694.659,41.40800000000002,28.940000000000005
MYS,Asia,Malaysia,2021,1,202101,4894111.0,101949.0,18717.0,289.0,149319.071,3110.461,571.056,8.823,36.339999999999996
PYF,Oceania,French Polynesia,2021,1,202101,544173.0,1134.0,3876.0,17.0,1926044.2980000004,4013.677,13718.699,60.169000000000004,0.0
TLS,Asia,Timor,2020,8,202008,787.0,3.0,0.0,0.0,585.6210000000001,2.232,0.0,0.0,0.0
CAN,North America,Canada,2020,1,202001,12.0,4.0,0.0,0.0,0.316,0.105,0.0,0.0,0.0
BEN,Africa,Benin,2022,1,202201,409161.0,1101.0,2581.0,1.0,32861.615000000005,88.42699999999999,207.296,0.08,4.199999999999999
SEN,Africa,Senegal,2020,2,202002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
