iso_code,continent,location,LY,LW,total_cases_LY,new_cases_LY,total_deaths_LY,new_deaths_LY,reproduction_rate_LY,CY,CW,total_cases_CT,new_cases_CT,total_deaths_CT,new_deaths_CT,reproduction_rate_CT
BMU,North America,Bermuda,2020,18,228.0,0.0,13.0,1.0,0.0,2021,18,2393.0,0.0,28.0,0.0,0.0
WSM,Oceania,Samoa,2020,49,10.0,0.0,0.0,0.0,0.0,2021,49,12.0,0.0,0.0,0.0,0.0
WSM,Oceania,Samoa,2020,49,4.0,0.0,0.0,0.0,0.0,2021,49,12.0,0.0,0.0,0.0,0.0
BRB,North America,Barbados,2020,17,532.0,4.0,38.0,1.0,0.0,2021,17,26601.0,47.0,308.0,0.0,6.41
BHS,North America,Bahamas,2020,39,25097.0,576.0,570.0,16.0,7.88,2021,39,142315.0,573.0,3594.0,18.0,6.68
SLE,Africa,Sierra Leone,2020,23,5459.0,85.0,281.0,2.0,5.69,2021,23,8294.0,6.0,158.0,0.0,2.68
SLE,Africa,Sierra Leone,2020,23,861.0,9.0,46.0,0.0,0.93,2021,23,8294.0,6.0,158.0,0.0,2.68
DMA,North America,Dominica,2020,22,112.0,0.0,0.0,0.0,0.0,2021,22,1296.0,4.0,0.0,0.0,0.49000000000000005
KWT,Asia,Kuwait,2020,33,516334.0,4498.0,3416.0,24.0,7.359999999999999,2021,33,2834102.0,3440.0,16643.0,20.0,4.81
TJK,Asia,Tajikistan,2020,30,48779.0,318.0,402.0,2.0,6.6499999999999995,2021,30,102958.0,437.0,807.0,6.0,9.77
CUW,North America,Curacao,2020,27,69.0,0.0,3.0,0.0,0.0,2021,27,37037.0,7.0,378.0,0.0,0.0
CUW,North America,Curacao,2020,27,92.0,0.0,4.0,0.0,0.0,2021,27,37037.0,7.0,378.0,0.0,0.0
TWN,Asia,Taiwan,2020,17,2977.0,31.0,42.0,0.0,2.7399999999999998,2021,17,7582.0,25.0,78.0,1.0,9.200000000000001
FRO,Europe,Faeroe Islands,2020,10,4.0,1.0,0.0,0.0,0.0,2021,10,3948.0,0.0,6.0,0.0,0.0
GHA,Africa,Ghana,2020,31,206784.0,3650.0,1036.0,21.0,6.11,2021,31,717452.0,2272.0,5759.0,4.0,8.959999999999999
GHA,Africa,Ghana,2020,31,37014.0,1513.0,182.0,0.0,0.99,2021,31,717452.0,2272.0,5759.0,4.0,8.959999999999999
RUS,Europe,Russia,2020,33,6305301.0,35245.0,106615.0,758.0,6.68,2021,33,44984254.0,150051.0,1151003.0,5452.0,6.76
VCT,North America,Saint Vincent and the Grenadines,2020,47,574.0,6.0,0.0,0.0,0.0,2021,47,37376.0,121.0,506.0,2.0,6.65
MEX,North America,Mexico,2020,29,2227558.0,43645.0,258502.0,4158.0,7.38,2021,29,18332027.0,67978.0,1648806.0,1333.0,8.889999999999999
AND,Europe,Andorra,2020,49,13457.0,135.0,152.0,0.0,1.89,2021,49,50539.0,403.0,393.0,0.0,5.09
AND,Europe,Andorra,2020,49,34496.0,260.0,384.0,2.0,4.68,2021,49,50539.0,403.0,393.0,0.0,5.09
MAR,Africa,Morocco,2020,28,103921.0,1720.0,1684.0,13.0,7.05,2021,28,3762407.0,7460.0,65382.0,45.0,10.409999999999998
IND,Asia,India,2020,23,190609.0,8782.0,5408.0,223.0,1.25,2021,23,142828386.0,634295.0,1704634.0,14864.0,3.4000000000000004
IND,Asia,India,2020,23,1331904.0,56013.0,37483.0,1538.0,7.4,2021,23,142828386.0,634295.0,1704634.0,14864.0,3.4000000000000004
MSR,North America,Montserrat,2020,18,55.0,0.0,5.0,0.0,0.0,2021,18,120.0,0.0,6.0,0.0,0.0
MSR,North America,Montserrat,2020,18,22.0,0.0,2.0,0.0,0.0,2021,18,120.0,0.0,6.0,0.0,0.0
CAF,Africa,Central African Republic,2020,27,15420.0,224.0,190.0,1.0,3.39,2021,27,21423.0,0.0,294.0,0.0,0.65
CAF,Africa,Central African Republic,2020,27,10787.0,316.0,139.0,2.0,2.7,2021,27,21423.0,0.0,294.0,0.0,0.65
ISR,Asia,Israel,2020,40,951269.0,18642.0,6206.0,133.0,4.24,2021,40,6370319.0,19273.0,38544.0,112.0,3.44
ISR,Asia,Israel,2020,40,782135.0,17382.0,5037.0,108.0,2.96,2021,40,6370319.0,19273.0,38544.0,112.0,3.44
JOR,Asia,Jordan,2020,53,1456648.0,8138.0,18986.0,105.0,4.0200000000000005,2021,53,6349535.0,11984.0,75424.0,209.0,4.95
PER,South America,Peru,2020,4,0.0,0.0,0.0,0.0,0.0,2021,4,7493943.0,26884.0,687084.0,2759.0,9.16
JOR,Asia,Jordan,2020,30,8105.0,-60.0,77.0,0.0,8.379999999999999,2021,30,5338041.0,3372.0,69440.0,61.0,7.79
USA,North America,United States,2020,26,16731755.0,258932.0,870393.0,3859.0,9.01,2021,26,235617106.0,86812.0,4216701.0,2104.0,6.86
MDG,Africa,Madagascar,2020,45,119777.0,0.0,1708.0,0.0,2.83,2021,45,43626.0,0.0,963.0,0.0,0.18
TUN,Africa,Tunisia,2020,18,2007.0,15.0,83.0,1.0,1.19,2021,18,310734.0,1615.0,10808.0,86.0,0.94
TUN,Africa,Tunisia,2020,18,4865.0,55.0,198.0,3.0,3.2600000000000002,2021,18,310734.0,1615.0,10808.0,86.0,0.94
GEO,Asia,Georgia,2020,49,741213.0,22570.0,6919.0,195.0,5.4399999999999995,2021,49,2524875.0,10337.0,35955.0,183.0,2.92
GEO,Asia,Georgia,2020,49,267952.0,7642.0,2497.0,72.0,2.22,2021,49,2524875.0,10337.0,35955.0,183.0,2.92
TZA,Africa,Tanzania,2020,53,2545.0,0.0,105.0,0.0,0.0,2021,53,167367.0,2823.0,4413.0,3.0,1.85
ARM,Asia,Armenia,2020,20,26148.0,1108.0,342.0,11.0,9.45,2021,20,1539562.0,1637.0,29917.0,89.0,4.640000000000001
AUS,Oceania,Australia,2020,31,96301.0,2877.0,1090.0,46.0,7.5,2021,31,235969.0,1465.0,6455.0,6.0,9.54
AUS,Oceania,Australia,2020,31,17895.0,615.0,208.0,7.0,1.16,2021,31,235969.0,1465.0,6455.0,6.0,9.54
ECU,South America,Ecuador,2020,28,447276.0,5674.0,34218.0,262.0,7.770000000000001,2021,28,3254698.0,5834.0,152176.0,154.0,6.390000000000001
UZB,Asia,Uzbekistan,2020,14,879.0,94.0,8.0,0.0,6.640000000000001,2021,14,330427.0,723.0,2509.0,4.0,5.28
UZB,Asia,Uzbekistan,2020,14,465.0,68.0,6.0,0.0,4.69,2021,14,330427.0,723.0,2509.0,4.0,5.28
AFG,Asia,Afghanistan,2020,24,155763.0,4551.0,2858.0,124.0,7.32,2021,24,588789.0,10777.0,23105.0,345.0,8.98
IND,Asia,India,2020,32,13800925.0,402287.0,285049.0,6015.0,7.959999999999999,2021,32,222690308.0,278631.0,2984002.0,3511.0,6.910000000000001
HUN,Europe,Hungary,2020,20,23471.0,260.0,3015.0,43.0,5.48,2021,20,5559777.0,6865.0,202100.0,610.0,4.58
HUN,Europe,Hungary,2020,44,465246.0,19223.0,11093.0,360.0,10.009999999999998,2021,44,5988107.0,19594.0,214467.0,237.0,12.5
BLR,Europe,Belarus,2020,45,716365.0,6801.0,6964.0,24.0,7.859999999999999,2021,45,600168.0,1985.0,4631.0,17.0,0.99
MSR,North America,Montserrat,2020,47,91.0,0.0,7.0,0.0,0.0,2021,47,293.0,3.0,7.0,0.0,0.0
ZWE,Africa,Zimbabwe,2020,22,772.0,118.0,28.0,0.0,2.94,2021,22,271608.0,254.0,11126.0,8.0,9.780000000000001
NCL,Oceania,New Caledonia,2020,19,126.0,0.0,0.0,0.0,0.0,2021,19,868.0,0.0,0.0,0.0,0.0
ZAF,Africa,South Africa,2020,36,3163831.0,9843.0,72672.0,630.0,3.75,2021,36,8313165.0,20468.0,245686.0,800.0,2.51
ZAF,Africa,South Africa,2020,36,1252097.0,4490.0,28177.0,168.0,1.54,2021,36,8313165.0,20468.0,245686.0,800.0,2.51
CAF,Africa,Central African Republic,2020,20,1343.0,184.0,0.0,0.0,6.92,2021,20,47486.0,192.0,659.0,2.0,6.4399999999999995
ETH,Africa,Ethiopia,2020,46,706037.0,3120.0,10812.0,47.0,6.74,2021,46,2575181.0,1584.0,46023.0,82.0,5.28
PER,South America,Peru,2020,18,158313.0,11645.0,20619.0,1584.0,7.529999999999999,2021,18,10664070.0,45295.0,990031.0,4531.0,5.99
PER,South America,Peru,2020,18,82993.0,5558.0,10770.0,807.0,2.92,2021,18,10664070.0,45295.0,990031.0,4531.0,5.99
DNK,Europe,Denmark,2020,36,86936.0,751.0,3131.0,3.0,6.57,2021,36,1389986.0,2654.0,10345.0,6.0,3.2300000000000004
DNK,Europe,Denmark,2020,36,33876.0,206.0,1248.0,0.0,2.25,2021,36,1389986.0,2654.0,10345.0,6.0,3.2300000000000004
DJI,Africa,Djibouti,2020,41,37955.0,5.0,427.0,0.0,7.35,2021,41,91608.0,298.0,1213.0,5.0,5.33
LUX,Europe,Luxembourg,2020,13,8994.0,1161.0,74.0,10.0,12.899999999999999,2021,13,419156.0,1510.0,5099.0,24.0,7.91
KHM,Asia,Cambodia,2020,50,2481.0,13.0,0.0,0.0,5.24,2021,50,842096.0,111.0,20795.0,26.0,4.85
TUR,Asia,Turkey,2020,22,1119402.0,7417.0,31002.0,207.0,5.869999999999999,2021,22,36480854.0,57330.0,327497.0,1200.0,5.069999999999999
UKR,Europe,Ukraine,2020,24,204468.0,4076.0,5894.0,105.0,8.059999999999999,2021,24,15945412.0,10094.0,374524.0,547.0,4.7299999999999995
MDG,Africa,Madagascar,2020,41,116393.0,173.0,1643.0,5.0,4.6,2021,41,303134.0,712.0,6714.0,2.0,0.84
RWA,Africa,Rwanda,2020,53,40752.0,566.0,406.0,20.0,5.75,2021,53,649417.0,7274.0,8091.0,4.0,12.139999999999999
OWID_NAM,,North America,2020,31,5461427.0,74573.0,218433.0,2028.0,0.0,2021,31,290460659.0,775576.0,6445489.0,6533.0,0.0
OWID_NAM,,North America,2020,31,31124349.0,453712.0,1267636.0,10974.0,0.0,2021,31,290460659.0,775576.0,6445489.0,6533.0,0.0
DEU,Europe,Germany,2020,43,2778284.0,63144.0,69406.0,250.0,10.31,2021,43,30986972.0,90920.0,664230.0,482.0,9.070000000000002
NOR,Europe,Norway,2020,23,50935.0,91.0,1424.0,2.0,5.76,2021,23,249940.0,461.0,1566.0,0.0,1.69
NOR,Europe,Norway,2020,23,8440.0,3.0,236.0,0.0,0.84,2021,23,249940.0,461.0,1566.0,0.0,1.69
VCT,North America,Saint Vincent and the Grenadines,2020,34,405.0,1.0,0.0,0.0,0.0,2021,34,16228.0,12.0,84.0,0.0,7.510000000000001
YEM,Asia,Yemen,2020,24,3992.0,223.0,915.0,49.0,8.44,2021,24,47803.0,77.0,9365.0,22.0,5.739999999999999
NAM,Africa,Namibia,2020,26,625.0,90.0,0.0,0.0,3.14,2021,26,545720.0,11937.0,8672.0,211.0,8.82
EST,Europe,Estonia,2020,3,0.0,0.0,0.0,0.0,0.0,2021,3,244858.0,3602.0,2110.0,42.0,6.8999999999999995
CYM,North America,Cayman Islands,2020,16,396.0,16.0,7.0,0.0,0.0,2021,16,3651.0,9.0,14.0,0.0,0.0
IRQ,Asia,Iraq,2020,15,8145.0,440.0,470.0,16.0,7.630000000000001,2021,15,6269442.0,49955.0,101997.0,248.0,8.09
ETH,Africa,Ethiopia,2020,34,240526.0,10139.0,4163.0,153.0,9.799999999999999,2021,34,2043344.0,6231.0,31577.0,82.0,9.08
IRQ,Asia,Iraq,2020,18,9683.0,322.0,450.0,7.0,7.039999999999999,2021,18,6290051.0,39911.0,92198.0,248.0,5.44
IRQ,Asia,Iraq,2020,18,4372.0,134.0,189.0,2.0,2.6500000000000004,2021,18,6290051.0,39911.0,92198.0,248.0,5.44
BWA,Africa,Botswana,2020,21,189.0,6.0,7.0,0.0,0.0,2021,21,356916.0,1964.0,5435.0,23.0,9.43
FLK,South America,Falkland Islands,2020,22,91.0,0.0,0.0,0.0,0.0,2021,22,441.0,0.0,0.0,0.0,0.0
BFA,Africa,Burkina Faso,2020,52,39901.0,1301.0,537.0,3.0,8.8,2021,52,118544.0,368.0,2177.0,21.0,0.8
BLZ,North America,Belize,2020,18,36.0,0.0,4.0,0.0,0.0,2021,18,75807.0,69.0,1934.0,2.0,6.049999999999999
BLZ,North America,Belize,2020,18,90.0,0.0,10.0,0.0,0.0,2021,18,75807.0,69.0,1934.0,2.0,6.049999999999999
MAC,Asia,Macao,2020,35,322.0,0.0,0.0,0.0,0.0,2021,35,441.0,0.0,0.0,0.0,0.0
BMU,North America,Bermuda,2020,45,1440.0,10.0,63.0,0.0,0.0,2021,45,5647.0,0.0,101.0,0.0,0.0
LCA,North America,Saint Lucia,2020,13,20.0,1.0,0.0,0.0,0.0,2021,13,29117.0,78.0,399.0,3.0,5.670000000000001
BTN,Asia,Bhutan,2020,18,35.0,0.0,0.0,0.0,0.0,2021,18,1106.0,32.0,1.0,0.0,1.25
BTN,Asia,Bhutan,2020,18,14.0,0.0,0.0,0.0,0.0,2021,18,1106.0,32.0,1.0,0.0,1.25
NER,Africa,Niger,2020,16,4062.0,148.0,103.0,8.0,6.72,2021,16,35662.0,44.0,1326.0,2.0,7.209999999999999
LBY,Africa,Libya,2020,52,674310.0,3881.0,9729.0,69.0,6.709999999999999,2021,52,2683750.0,3640.0,39363.0,52.0,7.470000000000001
PAK,Asia,Pakistan,2020,48,2702754.0,21012.0,54910.0,323.0,8.32,2021,48,8982338.0,2317.0,200808.0,50.0,6.44
CUW,North America,Curacao,2020,40,1486.0,55.0,4.0,0.0,0.0,2021,40,82149.0,161.0,808.0,3.0,0.0
CUW,North America,Curacao,2020,40,1239.0,37.0,3.0,0.0,0.0,2021,40,82149.0,161.0,808.0,3.0,0.0
CUB,North America,Cuba,2020,11,11.0,4.0,0.0,0.0,0.0,2021,11,407879.0,5723.0,2499.0,22.0,6.93
AZE,Asia,Azerbaijan,2020,41,288098.0,1191.0,4212.0,13.0,9.38,2021,41,3417272.0,5872.0,46270.0,95.0,6.34
GNB,Africa,Guinea-Bissau,2020,46,16928.0,5.0,300.0,1.0,1.0,2021,46,43580.0,213.0,1001.0,0.0,5.52
OWID_HIC,,High income,2020,24,29140978.0,281852.0,2088392.0,9452.0,0.0,2021,24,541793102.0,456781.0,10645870.0,8050.0,0.0
MDA,Europe,Moldova,2020,19,31408.0,815.0,992.0,37.0,6.99,2021,19,1763207.0,1444.0,41233.0,117.0,4.5200000000000005
ECU,South America,Ecuador,2020,20,214705.0,3692.0,16553.0,971.0,7.88,2021,20,2831888.0,10599.0,135747.0,555.0,6.73
ISL,Europe,Iceland,2020,21,12619.0,2.0,70.0,0.0,3.55,2021,21,45850.0,18.0,203.0,0.0,4.82
ISL,Europe,Iceland,2020,19,12599.0,3.0,70.0,0.0,1.64,2021,19,45455.0,34.0,203.0,0.0,5.300000000000001
COL,South America,Colombia,2020,27,431013.0,15543.0,14830.0,608.0,4.6,2021,27,12890829.0,83248.0,323174.0,1770.0,2.82
COL,South America,Colombia,2020,27,284658.0,9255.0,9786.0,395.0,3.63,2021,27,12890829.0,83248.0,323174.0,1770.0,2.82
COG,Africa,Congo,2020,21,3068.0,96.0,108.0,1.0,6.21,2021,21,79933.0,133.0,1044.0,2.0,3.6
MNG,Asia,Mongolia,2020,36,1542.0,6.0,0.0,0.0,1.7200000000000002,2021,36,638720.0,7363.0,2805.0,13.0,3.59
MNG,Asia,Mongolia,2020,36,605.0,3.0,0.0,0.0,0.69,2021,36,638720.0,7363.0,2805.0,13.0,3.59
OWID_SAM,,South America,2020,8,0.0,0.0,0.0,0.0,0.0,2021,8,119908934.0,497657.0,3624207.0,15670.0,0.0
OWID_INT,,International,2020,36,3605.0,0.0,75.0,0.0,0.0,2021,36,2884.0,0.0,60.0,0.0,0.0
OWID_INT,,International,2020,36,1442.0,0.0,30.0,0.0,0.0,2021,36,2884.0,0.0,60.0,0.0,0.0
OWID_EUR,,Europe,2020,36,18698367.0,172835.0,1046613.0,2031.0,0.0,2021,36,225509999.0,541164.0,4720109.0,6363.0,0.0
OWID_EUR,,Europe,2020,36,7231283.0,64759.0,415810.0,562.0,0.0,2021,36,225509999.0,541164.0,4720109.0,6363.0,0.0
IRL,Europe,Ireland,2020,23,24990.0,61.0,1652.0,1.0,0.57,2021,23,1316373.0,2142.0,24705.0,0.0,4.77
IRL,Europe,Ireland,2020,23,150727.0,193.0,9979.0,26.0,3.01,2021,23,1316373.0,2142.0,24705.0,0.0,4.77
DMA,North America,Dominica,2020,21,112.0,0.0,0.0,0.0,0.0,2021,21,1276.0,6.0,0.0,0.0,0.53
KHM,Asia,Cambodia,2020,8,7.0,0.0,0.0,0.0,0.0,2021,8,3421.0,54.0,0.0,0.0,7.48
GTM,North America,Guatemala,2020,33,414672.0,6124.0,15925.0,158.0,6.870000000000001,2021,33,2797637.0,22221.0,76373.0,371.0,7.770000000000001
RWA,Africa,Rwanda,2020,30,11746.0,213.0,35.0,0.0,7.380000000000001,2021,30,420795.0,7779.0,4834.0,89.0,7.869999999999999
OWID_KOS,Europe,Kosovo,2020,19,5968.0,49.0,177.0,6.0,5.620000000000001,2021,19,731734.0,2146.0,15153.0,73.0,2.47
OWID_ASI,,Asia,2020,48,113161239.0,830888.0,1986348.0,11997.0,0.0,2021,48,571114040.0,637906.0,8473132.0,10279.0,0.0
ALB,Europe,Albania,2020,36,49247.0,589.0,1505.0,28.0,4.95,2021,36,436567.0,2308.0,7485.0,8.0,4.0
ALB,Europe,Albania,2020,36,18893.0,234.0,564.0,9.0,1.89,2021,36,436567.0,2308.0,7485.0,8.0,4.0
HTI,North America,Haiti,2020,45,63534.0,55.0,1624.0,0.0,7.84,2021,45,144146.0,113.0,4074.0,14.0,6.3
OWID_AFR,,Africa,2020,49,11089062.0,75629.0,264518.0,1572.0,0.0,2021,49,25935843.0,20599.0,668192.0,380.0,0.0
OWID_AFR,,Africa,2020,49,4338293.0,23419.0,103715.0,493.0,0.0,2021,49,25935843.0,20599.0,668192.0,380.0,0.0
UZB,Asia,Uzbekistan,2020,47,495690.0,1444.0,4203.0,9.0,6.4799999999999995,2021,47,1332590.0,1664.0,9548.0,19.0,6.36
SRB,Europe,Serbia,2020,9,0.0,0.0,0.0,0.0,0.0,2021,9,3124993.0,22328.0,30678.0,108.0,8.85
BHS,North America,Bahamas,2020,38,21623.0,286.0,484.0,6.0,7.820000000000001,2021,38,138187.0,695.0,3325.0,51.0,6.99
HKG,Asia,Hong Kong,2020,27,4980.0,53.0,28.0,0.0,0.0,2021,27,35804.0,16.0,633.0,0.0,0.0
HKG,Asia,Hong Kong,2020,27,3607.0,8.0,21.0,0.0,0.0,2021,27,35804.0,16.0,633.0,0.0,0.0
HKG,Asia,Hong Kong,2020,44,37172.0,34.0,735.0,0.0,0.0,2021,44,86339.0,26.0,1491.0,0.0,0.0
MAR,Africa,Morocco,2020,50,2716807.0,20859.0,44985.0,405.0,5.89,2021,50,6656720.0,879.0,103541.0,9.0,7.73
OWID_EUN,,European Union,2020,48,76957720.0,983135.0,1755224.0,24969.0,0.0,2021,48,315740587.0,1787135.0,5838243.0,12406.0,0.0
ROU,Europe,Romania,2020,16,51220.0,2428.0,2594.0,130.0,7.76,2021,16,7114384.0,24174.0,179238.0,1066.0,5.540000000000001
AUT,Europe,Austria,2020,19,109911.0,275.0,4250.0,19.0,4.74,2021,19,4382496.0,9565.0,72165.0,141.0,5.25
SWE,Europe,Sweden,2020,13,19288.0,1795.0,984.0,190.0,11.319999999999999,2021,13,5346589.0,35746.0,93373.0,140.0,8.600000000000001
PAK,Asia,Pakistan,2020,10,37.0,2.0,0.0,0.0,0.0,2021,10,3518129.0,9143.0,78526.0,309.0,6.859999999999999
AUS,Oceania,Australia,2020,47,194488.0,110.0,6349.0,0.0,8.6,2021,47,1360213.0,8834.0,13430.0,62.0,6.67
CUB,North America,Cuba,2020,27,9431.0,28.0,344.0,0.0,4.42,2021,27,746313.0,11337.0,5048.0,53.0,5.6
CUB,North America,Cuba,2020,27,7013.0,11.0,258.0,0.0,2.5100000000000002,2021,27,746313.0,11337.0,5048.0,53.0,5.6
AIA,North America,Anguilla,2020,35,21.0,0.0,0.0,0.0,0.0,2021,35,1254.0,28.0,0.0,0.0,0.0
PHL,Asia,Philippines,2020,24,165447.0,4052.0,7220.0,80.0,7.41,2021,24,9014860.0,46079.0,155592.0,920.0,7.19
MYS,Asia,Malaysia,2020,21,49203.0,313.0,800.0,2.0,7.45,2021,21,3405795.0,38785.0,14330.0,333.0,8.6
SPM,North America,Saint Pierre and Miquelon,2020,43,112.0,0.0,0.0,0.0,0.0,2021,43,224.0,0.0,0.0,0.0,0.0
MRT,Africa,Mauritania,2020,12,10.0,1.0,0.0,0.0,0.0,2021,12,122602.0,163.0,3114.0,3.0,8.16
CRI,North America,Costa Rica,2020,27,16708.0,1162.0,71.0,2.0,6.0,2021,27,1111952.0,3268.0,14046.0,19.0,3.0300000000000002
CRI,North America,Costa Rica,2020,27,9858.0,480.0,46.0,2.0,4.53,2021,27,1111952.0,3268.0,14046.0,19.0,3.0300000000000002
MNE,Europe,Montenegro,2020,28,6691.0,444.0,123.0,9.0,10.719999999999999,2021,28,702722.0,143.0,11331.0,6.0,7.51
BLR,Europe,Belarus,2020,10,27.0,5.0,0.0,0.0,0.0,2021,10,287306.0,1347.0,1976.0,10.0,0.93
BHS,North America,Bahamas,2020,48,52247.0,101.0,1141.0,0.0,5.619999999999999,2021,48,158831.0,79.0,4697.0,0.0,7.25
CAN,North America,Canada,2020,43,1469413.0,17410.0,69613.0,190.0,7.919999999999999,2021,43,11886807.0,19088.0,200817.0,263.0,6.249999999999999
IRQ,Asia,Iraq,2020,40,1115664.0,12950.0,27876.0,166.0,2.9299999999999997,2021,40,4013218.0,3924.0,44646.0,84.0,1.68
IRQ,Asia,Iraq,2020,40,1424287.0,17012.0,36345.0,246.0,4.02,2021,40,4013218.0,3924.0,44646.0,84.0,1.68
CPV,Africa,Cape Verde,2020,41,46374.0,617.0,491.0,12.0,7.7700000000000005,2021,41,264327.0,235.0,2412.0,6.0,5.550000000000001
NPL,Asia,Nepal,2020,22,6598.0,817.0,32.0,3.0,14.190000000000001,2021,22,3742864.0,47779.0,47583.0,1010.0,6.02
IRQ,Asia,Iraq,2020,53,2967399.0,4512.0,63992.0,46.0,3.9800000000000004,2021,53,12558321.0,1428.0,144878.0,36.0,4.78
SSD,Africa,South Sudan,2020,38,18201.0,64.0,343.0,0.0,7.7200000000000015,2021,38,82150.0,195.0,845.0,1.0,7.88
KWT,Asia,Kuwait,2020,38,678937.0,4838.0,3998.0,23.0,6.73,2021,38,2876710.0,390.0,17043.0,8.0,4.64
LAO,Asia,Laos,2020,15,102.0,8.0,0.0,0.0,0.0,2021,15,343.0,0.0,0.0,0.0,0.0
AUS,Oceania,Australia,2020,40,108273.0,56.0,3531.0,16.0,2.56,2021,40,514969.0,9622.0,6382.0,80.0,5.48
AUS,Oceania,Australia,2020,40,81365.0,39.0,2677.0,6.0,2.23,2021,40,514969.0,9622.0,6382.0,80.0,5.48
CHE,Europe,Switzerland,2020,38,337992.0,2579.0,13148.0,20.0,7.720000000000001,2021,38,5724139.0,15020.0,76862.0,48.0,6.829999999999999
THA,Asia,Thailand,2020,14,7691.0,416.0,66.0,10.0,4.3,2021,14,86867.0,168.0,283.0,1.0,3.84
THA,Asia,Thailand,2020,14,4563.0,406.0,26.0,4.0,4.01,2021,14,86867.0,168.0,283.0,1.0,3.84
AGO,Africa,Angola,2020,43,58275.0,1564.0,1793.0,26.0,8.649999999999999,2021,43,443424.0,986.0,11767.0,33.0,4.37
THA,Asia,Thailand,2020,18,5926.0,12.0,108.0,0.0,0.86,2021,18,363078.0,12131.0,1020.0,74.0,7.699999999999999
THA,Asia,Thailand,2020,18,14692.0,47.0,265.0,3.0,2.44,2021,18,363078.0,12131.0,1020.0,74.0,7.699999999999999
BOL,South America,Bolivia,2020,18,2699.0,303.0,137.0,9.0,2.96,2021,18,1804089.0,6547.0,77361.0,139.0,6.880000000000001
BOL,South America,Bolivia,2020,18,5294.0,301.0,279.0,16.0,7.34,2021,18,1804089.0,6547.0,77361.0,139.0,6.880000000000001
TCA,North America,Turks and Caicos Islands,2020,14,14.0,1.0,0.0,0.0,0.0,2021,14,7025.0,15.0,51.0,0.0,0.0
TCA,North America,Turks and Caicos Islands,2020,14,21.0,0.0,0.0,0.0,0.0,2021,14,7025.0,15.0,51.0,0.0,0.0
UKR,Europe,Ukraine,2020,49,1494448.0,23509.0,25344.0,246.0,2.1100000000000003,2021,49,14561969.0,54961.0,370664.0,2158.0,3.25
UKR,Europe,Ukraine,2020,49,3968862.0,70642.0,67014.0,1146.0,4.95,2021,49,14561969.0,54961.0,370664.0,2158.0,3.25
OWID_WRL,,World,2020,9,573207.0,7420.0,19211.0,484.0,5.609999999999999,2021,9,790794498.0,2744975.0,18005840.0,68064.0,6.91
MNE,Europe,Montenegro,2020,49,70146.0,811.0,986.0,18.0,1.9,2021,49,631839.0,907.0,9270.0,17.0,2.99
MNE,Europe,Montenegro,2020,49,184478.0,2614.0,2582.0,31.0,4.66,2021,49,631839.0,907.0,9270.0,17.0,2.99
HND,North America,Honduras,2020,36,121188.0,1369.0,3731.0,31.0,2.0700000000000003,2021,36,1012912.0,3359.0,26532.0,18.0,2.94
HND,North America,Honduras,2020,36,315603.0,3338.0,9756.0,133.0,5.140000000000001,2021,36,1012912.0,3359.0,26532.0,18.0,2.94
MNG,Asia,Mongolia,2020,41,2204.0,2.0,0.0,0.0,3.0,2021,41,2223021.0,12447.0,9661.0,86.0,6.619999999999999
HUN,Europe,Hungary,2020,35,37408.0,536.0,4296.0,3.0,13.04,2021,35,5679371.0,925.0,210377.0,11.0,11.59
OWID_SAM,,South America,2020,44,66596111.0,349351.0,2403141.0,8161.0,0.0,2021,44,268126178.0,133075.0,8181750.0,2990.0,0.0
IMN,Europe,Isle of Man,2020,12,2.0,1.0,0.0,0.0,0.0,2021,12,9624.0,228.0,182.0,0.0,0.0
PRY,South America,Paraguay,2020,10,0.0,0.0,0.0,0.0,0.0,2021,10,981939.0,7495.0,19483.0,113.0,6.710000000000001
DMA,North America,Dominica,2020,53,440.0,0.0,0.0,0.0,0.0,2021,53,39825.0,294.0,273.0,3.0,5.84
ISR,Asia,Israel,2020,38,1199005.0,32627.0,8510.0,144.0,9.09,2021,38,8393544.0,54715.0,52149.0,173.0,6.66
AUS,Oceania,Australia,2020,16,45073.0,265.0,442.0,10.0,2.89,2021,16,206269.0,114.0,6369.0,1.0,9.010000000000002
ABW,North America,Aruba,2020,38,22888.0,466.0,151.0,5.0,0.0,2021,38,106052.0,164.0,1093.0,3.0,0.0
SPM,North America,Saint Pierre and Miquelon,2020,15,7.0,1.0,0.0,0.0,0.0,2021,15,168.0,0.0,0.0,0.0,0.0
UGA,Africa,Uganda,2020,30,7552.0,41.0,2.0,1.0,6.630000000000001,2021,30,638299.0,2141.0,17087.0,202.0,5.0600000000000005
RUS,Europe,Russia,2020,42,9332104.0,97775.0,161755.0,1526.0,8.51,2021,42,54219593.0,206067.0,1508159.0,6735.0,7.929999999999999
QAT,Asia,Qatar,2020,28,710510.0,3945.0,967.0,23.0,5.049999999999999,2021,28,1560397.0,819.0,4170.0,7.0,6.61
KHM,Asia,Cambodia,2020,51,2531.0,3.0,0.0,0.0,4.1499999999999995,2021,51,842709.0,67.0,20963.0,21.0,5.02
FRA,Europe,France,2020,27,610951.0,678.0,89443.0,65.0,3.1800000000000006,2021,27,23259721.0,6914.0,444231.0,132.0,3.75
